UnitName,X,Y,Length (m),Width (m),ConfigFile,Label
unit_265,3.375000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_266,3.750000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_267,4.125000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_268,4.500000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_269,4.875000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_270,5.250000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_271,5.625000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_272,6.000000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_273,6.375000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_274,6.750000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_275,7.125000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_276,7.500000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_277,7.875000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_278,8.250000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_279,8.625000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_280,9.000000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_281,9.375000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_282,9.750000e-05,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_283,1.012500e-04,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_284,1.050000e-04,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_285,1.087500e-04,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_286,1.125000e-04,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_287,1.162500e-04,3.000000e-05,3.750000e-06,3.750000e-06,,Si
unit_288,0.000000e+00,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_289,3.750000e-06,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_290,7.500000e-06,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_291,1.125000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_292,1.500000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_293,1.875000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_294,2.250000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_295,2.625000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_296,3.000000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_297,3.375000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_298,3.750000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_299,4.125000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_300,4.500000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_301,4.875000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_302,5.250000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_303,5.625000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_304,6.000000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_305,6.375000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_306,6.750000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_307,7.125000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_308,7.500000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_309,7.875000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_310,8.250000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_311,8.625000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_312,9.000000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_313,9.375000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_314,9.750000e-05,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_315,1.012500e-04,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_316,1.050000e-04,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_317,1.087500e-04,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_318,1.125000e-04,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_319,1.162500e-04,3.375000e-05,3.750000e-06,3.750000e-06,,Si
unit_320,0.000000e+00,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_321,3.750000e-06,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_322,7.500000e-06,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_323,1.125000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_324,1.500000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_325,1.875000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_326,2.250000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_327,2.625000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_328,3.000000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_329,3.375000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_330,3.750000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_331,4.125000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_332,4.500000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_333,4.875000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_334,5.250000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_335,5.625000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_336,6.000000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_337,6.375000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_338,6.750000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
unit_339,7.125000e-05,3.750000e-05,3.750000e-06,3.750000e-06,,Si
