UnitName,Power,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99,Power100,Power101,Power102,Power103,Power104,Power105,Power106,Power107
Core0,40.06091383,39.03598387,39.86107423,39.98624481,40.28576906,40.15494116,40.18869378,34.95055642,13.62524884,16.222491199999997,16.4695943,15.582553400000002,15.6244665,15.7690837,17.100136,29.568613399999997,8.7383658,17.4559711,16.9515814,16.3897491,15.8194383,15.5997536,24.5802061,9.38973005,16.653486800000003,16.2328708,17.4782783,17.2861534,16.4342945,17.495643100000002,16.08245781,13.7288864,15.4731337,15.6657242,15.8072574,17.4131546,17.44554,26.431633,8.254137400000001,17.2059146,16.477112599999998,15.9817399,15.651262,15.7540468,19.1662204,8.63189229,20.812718,17.405056899999998,16.8182314,18.5018196,18.8405683,23.038371899999998,8.2474057,18.2524427,18.8396522,18.370071300000003,17.714694100000003,20.5948996,8.122446499999999,19.433742600000002,17.721656699999997,17.1041657,17.2869841,20.1764866,10.57706095,14.534711999999999,17.2079444,18.8595348,18.831047,17.85899,24.251932399999998,7.2494864,18.7775084,17.9811688,17.444632300000002,16.794813,20.0166198,8.68732239,20.777579199999998,17.6494194,17.4398409,17.3959369,17.3525557,19.949801500000003,8.20202875,18.7366544,17.8327022,17.858602899999998,17.847864899999998,17.671431899999998,25.3524961,6.662658400000001,16.8389934,17.330835,17.8121849,17.848338100000003,19.0791761,11.901112699999999,13.3591934,17.387181100000003,16.9872895,17.1370473,16.775705,25.0585203,6.71063945,18.8570846,17.4143316,15.4939703
Core1,40.00918431,33.89757979,36.98756211,28.07526603,22.62322772,21.08732815,22.7094448,29.4516351,15.72265206,16.0687899,16.146465900000003,15.335113,15.430493499999999,15.323795800000001,16.7828229,26.993748600000004,10.6723181,17.1265451,16.7537492,16.080665300000003,15.560418400000001,15.415626399999999,22.500270800000003,11.44977239,16.2719589,15.824174800000002,17.1502694,17.081754800000002,16.0979237,15.813788800000001,19.07758437,13.576920999999999,15.243796300000001,15.4584059,15.3559034,17.0947297,17.2814193,23.9574394,10.4392161,16.893490300000003,16.120109900000003,15.782625099999999,15.4249027,15.3712697,16.6192342,12.15231571,19.9219843,16.716970800000002,16.2267929,17.834642199999998,18.1980932,21.766556100000003,10.5679996,17.5716483,18.197083399999997,17.663511899999996,17.1073219,18.2285892,11.35866461,18.7362152,17.0613009,16.3988877,16.6393057,18.182273600000002,14.04772858,14.049394199999998,16.5609863,18.210085199999998,18.190531699999998,17.1499428,23.807404100000003,8.8369691,18.140223100000004,17.267457500000003,16.720895499999997,16.206882399999998,19.401456600000003,12.91513727,19.953197699999997,16.9151614,16.753493099999996,16.747165900000002,16.6891375,19.426022800000002,12.38438289,18.076217899999996,17.1596095,17.1889677,17.166201100000002,16.937954,21.4003178,12.2469418,16.2089596,16.6277661,17.149278,17.1771735,17.5564606,18.4779326,13.0007392,16.727344199999997,16.1765508,16.4894207,16.1344184,23.400214899999998,11.40926158,18.1359468,16.680642300000002,14.8187318
Core2,0.6081517852,0.6081441333,0.6081453456,0.608145453,0.6081468907,0.6081410200999999,0.6081378129999999,0.6080691283699999,0.608066141472,0.608066147309,0.608066141285,0.608066135887,0.608066135642,0.6080661358380001,0.608066148324,0.608066229719,0.608066108344,0.6080661519030001,0.608066148924,0.608066140406,0.608066137534,0.608066135449,0.608066194813,0.608066115419,0.608066144226,0.608066140118,0.6080661517220001,0.608066153395,0.608066140582,0.608066143628,0.6080661673960001,0.608066132885,0.608066134955,0.608066135961,0.608066136183,0.608066150908,0.608066153954,0.608066202332,0.6080661151519999,0.60806614898,0.608066140909,0.608066139194,0.6080661358089999,0.608066136087,0.608066158686,0.608066099627,0.608066179987,0.608066146299,0.608066143666,0.608066157373,0.608066160979,0.608066193284,0.608066092787,0.608066155535,0.608066160954,0.608066157288,0.608066152848,0.608066161342,0.6080661010339999,0.608066166661,0.60806615341,0.6080661421729999,0.6080661474019999,0.608066162539,0.608066122798,0.608066131085,0.608066146699,0.608066161134,0.6080661609369999,0.608066153923,0.60806619505,0.608066091316,0.608066160528,0.608066154604,0.608066146665,0.608066143326,0.608066169508,0.608066101945,0.608066178274,0.608066150793,0.608066149735,0.608066149693,0.608066149241,0.608066160165,0.608066101563,0.608066160744,0.608066152507,0.608066152758,0.608066152597,0.6080661509740001,0.608066195157,0.608066095054,0.608066143809,0.608066147886,0.608066152396,0.608066152572,0.60806615571,0.608066139263,0.608066128038,0.6080661480439999,0.6080661427699999,0.608066146311,0.608066143617,0.60806619505,0.608066100268,0.608066161546,0.608066149167,0.60806619258
Core3,29.84859167,19.51805049,18.58790355,18.96089181,23.21320555,22.44690661,24.01086337,32.963582099999996,20.03920885,18.104575,15.8653774,15.011856900000002,15.0616255,15.2411122,16.5498774,23.238411199999998,17.646428399999998,16.824263600000002,16.5018066,15.841823399999999,15.2020922,15.0390693,21.1549145,17.91942529,16.053454000000002,15.730486800000001,16.8438984,16.7508163,15.9408383,16.096416,20.61821351,18.522222199999998,14.913738699999998,15.0960386,15.2762365,16.8494817,16.857378100000002,20.6829835,18.426147600000004,16.6472193,15.9031491,15.4010813,15.0784875,15.2089389,15.2174392,18.69862935,18.4776975,15.3665381,15.207587300000002,16.595249300000003,17.0640224,15.790587,18.6843621,16.349357,17.055781500000002,16.4850193,15.903473499999999,15.1119095,19.51834178,17.512083399999998,15.879640300000002,15.1543335,15.4763321,16.300925699999997,19.7469098,17.112185,15.4031082,17.0777611,17.0560735,15.960878699999999,16.2520665,18.687192899999996,17.009448300000003,16.0749079,15.378439300000002,15.1886217,15.155637400000002,19.1701956,18.4950878,15.876610000000001,15.687044699999998,15.681011499999999,15.6427791,14.8578081,19.2787576,16.945257199999997,16.122249,16.1512878,16.132329300000002,15.9152106,15.5536483,19.180027499999998,15.226459099999998,15.517911999999999,16.1092459,16.109989900000002,15.4668587,19.89415016,18.6692138,15.738637900000002,15.0467941,15.516273000000002,15.1542747,17.1882274,19.74633914,17.1099113,15.6067954,13.764663199999998
Core4,0.6081517852,0.6081441333,0.6081453456,0.608145453,0.6081468907,0.6081410200999999,0.6081378129999999,0.6080691283699999,0.608066141472,0.608066147309,0.608066141285,0.608066135887,0.608066135642,0.6080661358380001,0.608066148324,0.608066229719,0.608066108344,0.6080661519030001,0.608066148924,0.608066140406,0.608066137534,0.608066135449,0.608066194813,0.608066115419,0.608066144226,0.608066140118,0.6080661517220001,0.608066153395,0.608066140582,0.608066143628,0.6080661673960001,0.608066132885,0.608066134955,0.608066135961,0.608066136183,0.608066150908,0.608066153954,0.608066202332,0.6080661151519999,0.60806614898,0.608066140909,0.608066139194,0.6080661358089999,0.608066136087,0.608066158686,0.608066099627,0.608066179987,0.608066146299,0.608066143666,0.608066157373,0.608066160979,0.608066193284,0.608066092787,0.608066155535,0.608066160954,0.608066157288,0.608066152848,0.608066161342,0.6080661010339999,0.608066166661,0.60806615341,0.6080661421729999,0.6080661474019999,0.608066162539,0.608066122798,0.608066131085,0.608066146699,0.608066161134,0.6080661609369999,0.608066153923,0.60806619505,0.608066091316,0.608066160528,0.608066154604,0.608066146665,0.608066143326,0.608066169508,0.608066101945,0.608066178274,0.608066150793,0.608066149735,0.608066149693,0.608066149241,0.608066160165,0.608066101563,0.608066160744,0.608066152507,0.608066152758,0.608066152597,0.6080661509740001,0.608066195157,0.608066095054,0.608066143809,0.608066147886,0.608066152396,0.608066152572,0.60806615571,0.608066139263,0.608066128038,0.6080661480439999,0.6080661427699999,0.608066146311,0.608066143617,0.60806619505,0.608066100268,0.608066161546,0.608066149167,0.60806619258
Core5,21.0827968,25.71755268,21.08482916,32.665553,33.7306627,25.23466983,17.71472379,21.38091666,19.13491072,16.239536800000003,15.426974800000002,15.1585157,14.9917775,14.9271503,16.4705619,20.279079100000004,16.1624272,16.8174235,16.8000915,15.3241241,15.3122513,14.972917800000001,16.645023000000002,18.02297786,15.9113663,15.430892800000002,16.8225343,17.522258800000003,15.276980300000002,14.275262300000001,23.06069105,15.766844400000002,15.0547956,15.031737099999999,14.9605253,16.746008800000002,17.1476439,16.434271300000002,19.786045899999998,16.3923718,15.352082399999999,15.478085,15.0197892,14.9949478,16.1875872,9.74673906,21.0803062,17.045306600000004,16.720663199999997,18.2851158,18.711414399999995,21.382671300000002,9.1950695,18.1603462,18.7056759,18.3929663,18.050084100000003,16.8398265,10.66288071,19.435945800000002,18.1666574,16.3258582,17.1800659,18.156182,13.36824404,14.4661404,17.1035028,18.7258816,18.7048981,18.149507800000002,20.3900462,10.1608135,18.6526455,18.156807699999998,17.079119100000003,16.6634679,20.5670372,6.68821188,21.267780300000002,17.976129999999998,17.961256600000002,17.9663201,17.9813173,19.6292598,7.13373273,19.1644677,18.1650955,18.1851963,18.1670192,18.0125644,25.5240702,6.3209206,17.1213652,17.7159616,18.1540271,18.171172199999997,18.738565100000002,12.38688086,14.0186721,17.626321700000002,16.95589,17.4331514,17.087815399999997,23.636949800000004,7.8663567,19.2125953,17.9178746,15.6199635
Core6,0.6081517852,0.6081441333,0.6081453456,0.608145453,0.6081468907,0.6081410200999999,0.6081378129999999,0.6080691283699999,0.608066141472,0.608066147309,0.608066141285,0.608066135887,0.608066135642,0.6080661358380001,0.608066148324,0.608066229719,0.608066108344,0.6080661519030001,0.608066148924,0.608066140406,0.608066137534,0.608066135449,0.608066194813,0.608066115419,0.608066144226,0.608066140118,0.6080661517220001,0.608066153395,0.608066140582,0.608066143628,0.6080661673960001,0.608066132885,0.608066134955,0.608066135961,0.608066136183,0.608066150908,0.608066153954,0.608066202332,0.6080661151519999,0.60806614898,0.608066140909,0.608066139194,0.6080661358089999,0.608066136087,0.608066158686,0.608066099627,0.608066179987,0.608066146299,0.608066143666,0.608066157373,0.608066160979,0.608066193284,0.608066092787,0.608066155535,0.608066160954,0.608066157288,0.608066152848,0.608066161342,0.6080661010339999,0.608066166661,0.60806615341,0.6080661421729999,0.6080661474019999,0.608066162539,0.608066122798,0.608066131085,0.608066146699,0.608066161134,0.6080661609369999,0.608066153923,0.60806619505,0.608066091316,0.608066160528,0.608066154604,0.608066146665,0.608066143326,0.608066169508,0.608066101945,0.608066178274,0.608066150793,0.608066149735,0.608066149693,0.608066149241,0.608066160165,0.608066101563,0.608066160744,0.608066152507,0.608066152758,0.608066152597,0.6080661509740001,0.608066195157,0.608066095054,0.608066143809,0.608066147886,0.608066152396,0.608066152572,0.60806615571,0.608066139263,0.608066128038,0.6080661480439999,0.6080661427699999,0.608066146311,0.608066143617,0.60806619505,0.608066100268,0.608066161546,0.608066149167,0.60806619258
Core7,0.6081517852,0.6081441333,0.6081453456,0.608145453,0.6081468907,0.6081410200999999,0.6081378129999999,0.6080691283699999,0.608066141472,0.608066147309,0.608066141285,0.608066135887,0.608066135642,0.6080661358380001,0.608066148324,0.608066229719,0.608066108344,0.6080661519030001,0.608066148924,0.608066140406,0.608066137534,0.608066135449,0.608066194813,0.608066115419,0.608066144226,0.608066140118,0.6080661517220001,0.608066153395,0.608066140582,0.608066143628,0.6080661673960001,0.608066132885,0.608066134955,0.608066135961,0.608066136183,0.608066150908,0.608066153954,0.608066202332,0.6080661151519999,0.60806614898,0.608066140909,0.608066139194,0.6080661358089999,0.608066136087,0.608066158686,0.608066099627,0.608066179987,0.608066146299,0.608066143666,0.608066157373,0.608066160979,0.608066193284,0.608066092787,0.608066155535,0.608066160954,0.608066157288,0.608066152848,0.608066161342,0.6080661010339999,0.608066166661,0.60806615341,0.6080661421729999,0.6080661474019999,0.608066162539,0.608066122798,0.608066131085,0.608066146699,0.608066161134,0.6080661609369999,0.608066153923,0.60806619505,0.608066091316,0.608066160528,0.608066154604,0.608066146665,0.608066143326,0.608066169508,0.608066101945,0.608066178274,0.608066150793,0.608066149735,0.608066149693,0.608066149241,0.608066160165,0.608066101563,0.608066160744,0.608066152507,0.608066152758,0.608066152597,0.6080661509740001,0.608066195157,0.608066095054,0.608066143809,0.608066147886,0.608066152396,0.608066152572,0.60806615571,0.608066139263,0.608066128038,0.6080661480439999,0.6080661427699999,0.608066146311,0.608066143617,0.60806619505,0.608066100268,0.608066161546,0.608066149167,0.60806619258
Core8,39.964509899999996,38.4903531,39.4470959,39.532284499999996,39.554073700000004,39.97114929999999,38.9080956,37.3204438,9.76649309,17.2493973,17.070931100000003,16.761263699999997,16.596722099999997,16.5605084,18.0521579,26.4971137,8.2836385,18.625532999999997,18.0712442,16.876817000000003,16.8988838,16.5769008,24.836478600000003,7.48200832,17.611236399999996,16.9624049,18.5921843,18.8053938,16.8609633,18.3131616,13.30117721,14.265896599999998,16.6481208,16.6371104,16.5974962,18.341644199999998,18.9563335,25.205153,8.0803469,17.8762807,16.939626999999998,17.080336600000003,16.6196861,16.6231921,19.593174100000002,6.86650418,21.7905176,17.140207500000002,16.9947018,18.596142800000003,19.0158482,25.3573776,6.1551425,18.4744389,19.0030732,18.7877775,18.336660000000002,19.8617602,7.42307265,19.853126500000002,18.5910409,16.4871484,17.472472,19.5629868,10.63946389,14.6933452,17.3995773,19.027598899999997,19.0063986,18.6238138,23.4047098,7.3270925,18.9681237,18.666071300000002,17.2426079,16.941771600000003,17.815398899999998,9.51663888,20.779166800000002,17.6930863,17.642209100000002,17.653663899999998,17.5452449,16.8519545,9.84653995,18.7882046,17.8187328,17.8415914,17.824029100000004,17.697120899999998,20.930582,9.4940549,16.797083399999998,17.3355466,17.808285199999997,17.823118899999997,17.8770164,14.55868483,13.935963300000001,17.067391699999998,16.6452899,17.102513300000002,16.759249599999997,20.234369,10.770353300000002,18.8536335,17.5537289,15.277942000000001
Core9,0.6081517852,0.6081441333,0.6081453456,0.608145453,0.6081468907,0.6081410200999999,0.6081378129999999,0.6080691283699999,0.608066141472,0.608066147309,0.608066141285,0.608066135887,0.608066135642,0.6080661358380001,0.608066148324,0.608066229719,0.608066108344,0.6080661519030001,0.608066148924,0.608066140406,0.608066137534,0.608066135449,0.608066194813,0.608066115419,0.608066144226,0.608066140118,0.6080661517220001,0.608066153395,0.608066140582,0.608066143628,0.6080661673960001,0.608066132885,0.608066134955,0.608066135961,0.608066136183,0.608066150908,0.608066153954,0.608066202332,0.6080661151519999,0.60806614898,0.608066140909,0.608066139194,0.6080661358089999,0.608066136087,0.608066158686,0.608066099627,0.608066179987,0.608066146299,0.608066143666,0.608066157373,0.608066160979,0.608066193284,0.608066092787,0.608066155535,0.608066160954,0.608066157288,0.608066152848,0.608066161342,0.6080661010339999,0.608066166661,0.60806615341,0.6080661421729999,0.6080661474019999,0.608066162539,0.608066122798,0.608066131085,0.608066146699,0.608066161134,0.6080661609369999,0.608066153923,0.60806619505,0.608066091316,0.608066160528,0.608066154604,0.608066146665,0.608066143326,0.608066169508,0.608066101945,0.608066178274,0.608066150793,0.608066149735,0.608066149693,0.608066149241,0.608066160165,0.608066101563,0.608066160744,0.608066152507,0.608066152758,0.608066152597,0.6080661509740001,0.608066195157,0.608066095054,0.608066143809,0.608066147886,0.608066152396,0.608066152572,0.60806615571,0.608066139263,0.608066128038,0.6080661480439999,0.6080661427699999,0.608066146311,0.608066143617,0.60806619505,0.608066100268,0.608066161546,0.608066149167,0.60806619258
