UnitName,Power,Power1,Power2,Power3,Power4,Power5,Power6,Power7,Power8,Power9,Power10,Power11,Power12,Power13,Power14,Power15,Power16,Power17,Power18,Power19,Power20,Power21,Power22,Power23,Power24,Power25,Power26,Power27,Power28,Power29,Power30,Power31,Power32,Power33,Power34,Power35,Power36,Power37,Power38,Power39,Power40,Power41,Power42,Power43,Power44,Power45,Power46,Power47,Power48,Power49,Power50,Power51,Power52,Power53,Power54,Power55,Power56,Power57,Power58,Power59,Power60,Power61,Power62,Power63,Power64,Power65,Power66,Power67,Power68,Power69,Power70,Power71,Power72,Power73,Power74,Power75,Power76,Power77,Power78,Power79,Power80,Power81,Power82,Power83,Power84,Power85,Power86,Power87,Power88,Power89,Power90,Power91,Power92,Power93,Power94,Power95,Power96,Power97,Power98,Power99
Core0,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
Core1,11.1756559,11.1233994,11.0982634,11.098465,11.1061719,11.0987638,11.0989685,11.1731571,11.0979633,11.0933575,11.097663,11.0948591,11.0899543,11.1657663,11.1225757,11.107773300000002,11.1067735,11.1039698,11.116385300000001,11.1140797,11.191689199999999,11.116485800000001,11.1152821,11.1206899,11.119887599999998,11.119185400000001,11.165177,11.1539024,11.1207891,11.1211902,11.1131813,11.1084757,11.1169819,11.201099699999999,11.1174831,11.1183882,11.125293800000001,11.1207853,11.111881,11.125109599999998,11.181757600000001,11.113680800000001,11.121086300000002,11.109475900000001,11.1084757,11.117783900000001,11.1927644,11.1184101,11.1186874,11.115181199999999,11.1154796,11.112277800000001,11.1235106,11.1962751,11.120888699999998,11.1235918,11.1290941,11.1317992,11.129998800000001,11.179868199999998,11.153723900000001,11.130495699999999,11.1315985,11.130597300000002,11.1285938,11.1328005,11.205505699999998,11.137805300000002,11.128897,11.1276946,11.1298963,11.1312001,11.1613679,11.179937800000001,11.126092800000002,11.130600099999999,11.1344033,11.135002400000001,11.127693800000001,11.209198800000001,11.1339108,11.129799,11.127396000000001,11.138206199999999,11.139807800000002,11.1532216,11.202399699999999,11.142809100000001,11.1337006,11.1393061,11.1346007,11.1427096,11.211889999999999,11.1525418,11.1460121,11.1477176,11.141712,11.145517,11.144581500000001,13.452357600000001
Core2,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
Core3,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
Core4,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
Core5,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
Core6,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
Core7,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
Core8,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
Core9,0.608066023767,0.6080660236300001,0.608066023566,0.608066023566,0.608066023584,0.608066023568,0.608066023568,0.60806602377,0.608066023566,0.608066023555,0.608066023565,0.608066023558,0.608066023548,0.608066023745,0.608066023628,0.608066023588,0.608066023585,0.608066023579,0.608066023607,0.608066023602,0.608066023811,0.608066023607,0.608066023604,0.6080660236159999,0.6080660236150001,0.608066023613,0.608066023737,0.608066023705,0.608066023617,0.608066023618,0.6080660236,0.60806602359,0.608066023608,0.6080660238310001,0.608066023609,0.608066023611,0.608066023627,0.608066023617,0.608066023597,0.608066023632,0.608066023784,0.608066023601,0.608066023617,0.608066023592,0.6080660235890001,0.6080660236100001,0.608066023813,0.608066023612,0.608066023612,0.608066023604,0.608066023605,0.608066023597,0.608066023626,0.608066023818,0.608066023617,0.608066023623,0.608066023635,0.608066023642,0.608066023638,0.608066023772,0.608066023703,0.608066023639,0.60806602364,0.608066023639,0.608066023634,0.608066023644,0.608066023842,0.6080660236550001,0.608066023635,0.608066023632,0.608066023637,0.60806602364,0.608066023721,0.6080660237709999,0.608066023629,0.608066023639,0.608066023647,0.6080660236500001,0.608066023633,0.608066023849,0.608066023647,0.608066023638,0.608066023632,0.6080660236559999,0.608066023659,0.608066023695,0.60806602383,0.608066023666,0.608066023646,0.608066023659,0.608066023647,0.608066023666,0.608066023851,0.608066023693,0.608066023673,0.608066023678,0.6080660236640001,0.608066023672,0.608066023672,0.608068996231
