test	suite	comparison	rtl_result	spike_status	rtl_exit_status	spike_exit_code	rtl_tohost_exit	rtl_campaign	rtl_log	spike_log	binary	sha256	reference_elf_hash_evidence
rv64ui-v-jalr	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-jalr/simulation.log	spike/logs/rv64ui-v-jalr.log	isa-build/rv64ui-v-jalr	9537f46ae33a5f1d9ca9058a246403e75979dcda0618130d869d9ad8595df588	BUILD_HASH_ONLY
rv64ui-v-lb	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-lb/simulation.log	spike/logs/rv64ui-v-lb.log	isa-build/rv64ui-v-lb	e79de2bd9da43ccabf9856aa61852bc2d3e20ac83fd5c645d0f53aa32e115cb6	BUILD_HASH_ONLY
rv64ui-v-lbu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-lbu/simulation.log	spike/logs/rv64ui-v-lbu.log	isa-build/rv64ui-v-lbu	ca6ebdabeb5b95897f1d36a4fb0666efc7e61812dc2f623c7bd2e16d79e292e1	BUILD_HASH_ONLY
rv64ui-v-ld	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-ld/simulation.log	spike/logs/rv64ui-v-ld.log	isa-build/rv64ui-v-ld	9b56da623a00f4ba3d6f80ed702195cb6f4c8dafc021cbf1844128a0ffe4cedd	BUILD_HASH_ONLY
rv64ui-v-lh	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-lh/simulation.log	spike/logs/rv64ui-v-lh.log	isa-build/rv64ui-v-lh	4e5a89d34d490489f2482cac1240b5941cf0d370ac177e5020fb0d2643ae6929	BUILD_HASH_ONLY
rv64ui-v-lhu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-lhu/simulation.log	spike/logs/rv64ui-v-lhu.log	isa-build/rv64ui-v-lhu	1c23c5990bd6d1e114e3da5a4f96c88004d357138dff4c7a93f3bf0aa70bf1ba	BUILD_HASH_ONLY
rv64ui-v-lui	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-lui/simulation.log	spike/logs/rv64ui-v-lui.log	isa-build/rv64ui-v-lui	e1c9b4affb0a50997e9fc32738d2e2d9c6cb68506b61d279f29dc99a33a883d0	BUILD_HASH_ONLY
rv64ui-v-lw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-lw/simulation.log	spike/logs/rv64ui-v-lw.log	isa-build/rv64ui-v-lw	ef435d70aaadd09022a8a0ea2d74fd36cb88f7092ef6b0f7972736f439773420	BUILD_HASH_ONLY
rv64ui-v-lwu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-lwu/simulation.log	spike/logs/rv64ui-v-lwu.log	isa-build/rv64ui-v-lwu	75c55dd2751677968de047e2f492bd2d9132a1b62fd60be1e15b5782ab0e8be8	BUILD_HASH_ONLY
rv64ui-v-ma_data	isa	NONPASS_AGREE	WALL_TIMEOUT	TIMEOUT	0	124		isa-run	isa-run/rv64ui-v-ma_data/simulation.log	spike/logs/rv64ui-v-ma_data.log	isa-build/rv64ui-v-ma_data	57fff3a0f3f0cf0604e6f46464d9f0bc25590a1060656da791aac3c1af1e1a3f	BUILD_HASH_ONLY
rv64ui-v-or	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-or/simulation.log	spike/logs/rv64ui-v-or.log	isa-build/rv64ui-v-or	eee3e355a5337ef9817380e7b24226516c4d7ce5553ed398e57b6f638f513923	BUILD_HASH_ONLY
rv64ui-v-ori	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-ori/simulation.log	spike/logs/rv64ui-v-ori.log	isa-build/rv64ui-v-ori	dc48b5eaf8789c32d628a9773079ebf45ad10eec16ac8299ac159cb46bf8a325	BUILD_HASH_ONLY
rv64ui-v-sb	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sb/simulation.log	spike/logs/rv64ui-v-sb.log	isa-build/rv64ui-v-sb	e5c3763f7e98d29cf3655735e80be00eb11faa125796080647089281dba97969	BUILD_HASH_ONLY
rv64ui-v-sd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sd/simulation.log	spike/logs/rv64ui-v-sd.log	isa-build/rv64ui-v-sd	06c3475d880892c92572a50cb9ce0ef47d13d772fac3099c555a384d2603fd69	BUILD_HASH_ONLY
rv64ui-v-sh	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sh/simulation.log	spike/logs/rv64ui-v-sh.log	isa-build/rv64ui-v-sh	bfea6fd7ac6deaf7323c0a655322de7f804609e65028cab895fa96e82a2dd51f	BUILD_HASH_ONLY
rv64ui-v-simple	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-simple/simulation.log	spike/logs/rv64ui-v-simple.log	isa-build/rv64ui-v-simple	680b48496ce80f60901feabc36bab17d810c3cf42d6847fcbf0cc7b8560978c3	BUILD_HASH_ONLY
rv64ui-v-sll	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sll/simulation.log	spike/logs/rv64ui-v-sll.log	isa-build/rv64ui-v-sll	2b3d9af8c2592be554f3d275a434080109ea0fde80c27d7741c2910dc2ba3517	BUILD_HASH_ONLY
rv64ui-v-slli	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-slli/simulation.log	spike/logs/rv64ui-v-slli.log	isa-build/rv64ui-v-slli	3820d1445ebdb0ecc7361456ce44bf0bea308b00bdf86c65b50a0a857848f32b	BUILD_HASH_ONLY
rv64ui-v-slliw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-slliw/simulation.log	spike/logs/rv64ui-v-slliw.log	isa-build/rv64ui-v-slliw	c7507d4285d837fbb0b904891f1ef166772c8864ab69b01b63da1b62aeb01f4b	BUILD_HASH_ONLY
rv64ui-v-sllw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sllw/simulation.log	spike/logs/rv64ui-v-sllw.log	isa-build/rv64ui-v-sllw	be7833a4655f88586db8d783bc726e9de5f185af3e9062b4b0a4ebc9da97e50a	BUILD_HASH_ONLY
rv64ui-v-slt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-slt/simulation.log	spike/logs/rv64ui-v-slt.log	isa-build/rv64ui-v-slt	e48eed87016943b08dfa84dc0faaed8eb22a32139630c3e0a9f638c84eaa432f	BUILD_HASH_ONLY
rv64ui-v-slti	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-slti/simulation.log	spike/logs/rv64ui-v-slti.log	isa-build/rv64ui-v-slti	179a8a83af350f115606214c5fa76216ae70735f16f9c44212d9285f86eb88f7	BUILD_HASH_ONLY
rv64ui-v-sltiu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sltiu/simulation.log	spike/logs/rv64ui-v-sltiu.log	isa-build/rv64ui-v-sltiu	f0fb3832bf6c8872dc94f996af28d1c49455e2bff43781c8a0f7c851c404b072	BUILD_HASH_ONLY
rv64ui-v-sltu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sltu/simulation.log	spike/logs/rv64ui-v-sltu.log	isa-build/rv64ui-v-sltu	0dfece5e0c72d13fd3aa7413d6ca26110deff8753693a892a52ce7d98fd0d941	BUILD_HASH_ONLY
rv64ui-v-sra	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sra/simulation.log	spike/logs/rv64ui-v-sra.log	isa-build/rv64ui-v-sra	458f160106baa2fb309d69968566f7010f54c725768b1412c2d25bce58f7fad8	BUILD_HASH_ONLY
rv64ui-v-srai	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-srai/simulation.log	spike/logs/rv64ui-v-srai.log	isa-build/rv64ui-v-srai	3fb1d35cd8da3b7a4548391749c608ee08201be2cf03a9b039e332deac3f8220	BUILD_HASH_ONLY
rv64ui-v-sraiw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sraiw/simulation.log	spike/logs/rv64ui-v-sraiw.log	isa-build/rv64ui-v-sraiw	2b39e184e8984aaf3616521e1d56a8d2abfb4feb1eadefde34a14923b1961e79	BUILD_HASH_ONLY
rv64ui-v-sraw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sraw/simulation.log	spike/logs/rv64ui-v-sraw.log	isa-build/rv64ui-v-sraw	678394fc536871b79b025047b32cb9ef6f7c178f66a5cbd66edaf5f2e28b2aaf	BUILD_HASH_ONLY
rv64ui-v-srl	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-srl/simulation.log	spike/logs/rv64ui-v-srl.log	isa-build/rv64ui-v-srl	48b1121d11a991ff7d478687c9f1323745651d37b8e5287e7931cc9e108d27c3	BUILD_HASH_ONLY
rv64ui-v-srli	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-srli/simulation.log	spike/logs/rv64ui-v-srli.log	isa-build/rv64ui-v-srli	2da8c2d7b23acb102d5217f11e7cfd93a9c6b9904dac75c92ef35b222a0ade24	BUILD_HASH_ONLY
rv64ui-v-srliw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-srliw/simulation.log	spike/logs/rv64ui-v-srliw.log	isa-build/rv64ui-v-srliw	d88597349ba1764e817150f39f5e623fe09da82b4a546790a78590d0c167ecd6	BUILD_HASH_ONLY
rv64ui-v-srlw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-srlw/simulation.log	spike/logs/rv64ui-v-srlw.log	isa-build/rv64ui-v-srlw	1ecf42526efd161b8c8b1cca11f32db0ba2f3f170ad6958dc6b8476ff8e54fe2	BUILD_HASH_ONLY
rv64ui-v-sub	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sub/simulation.log	spike/logs/rv64ui-v-sub.log	isa-build/rv64ui-v-sub	bdd018002e5ceea5fa1d70f80296505ecc6b2b2e047f76391f0942d930806903	BUILD_HASH_ONLY
rv64ui-v-subw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-subw/simulation.log	spike/logs/rv64ui-v-subw.log	isa-build/rv64ui-v-subw	f0b414549f30d6bdcec6203a174fafadaaab998ebdd666da54afe83d1aee9278	BUILD_HASH_ONLY
rv64ui-v-sw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-sw/simulation.log	spike/logs/rv64ui-v-sw.log	isa-build/rv64ui-v-sw	ab74f934d74802a5d5e62beff34cda852111e18c10b423ccc486476b99d33989	BUILD_HASH_ONLY
rv64ui-v-xor	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-xor/simulation.log	spike/logs/rv64ui-v-xor.log	isa-build/rv64ui-v-xor	638344802e3f4f93640242a7aeed4f773f1f39d8a23c8cbff83439c5cc963655	BUILD_HASH_ONLY
rv64ui-v-xori	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ui-v-xori/simulation.log	spike/logs/rv64ui-v-xori.log	isa-build/rv64ui-v-xori	b8d16d61e7c357fd7f168366172cb75affbee52cb46f66701510a36b4bc40772	BUILD_HASH_ONLY
rv64um-p-div	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-div/simulation.log	spike/logs/rv64um-p-div.log	isa-build/rv64um-p-div	77cd90404131846115b7d711880a2e8f341777f5488df52dcfa862f77d7ac09b	BUILD_HASH_ONLY
rv64um-p-divu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-divu/simulation.log	spike/logs/rv64um-p-divu.log	isa-build/rv64um-p-divu	c7e68ee25fc679ff697bf0c7f5a7c0505bb82f2d54480cc39a9c3fa926e8af69	BUILD_HASH_ONLY
rv64um-p-divuw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-divuw/simulation.log	spike/logs/rv64um-p-divuw.log	isa-build/rv64um-p-divuw	94a39c4bdb956161e18804615f68ae0906d1e5917bd9cc772e80a6a9cdf2cfaf	BUILD_HASH_ONLY
rv64um-p-divw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-divw/simulation.log	spike/logs/rv64um-p-divw.log	isa-build/rv64um-p-divw	0cadd9b2096a44e71a79b287502f440975ad40a0bcfe6a5e711469c7776d6cdd	BUILD_HASH_ONLY
rv64um-p-mul	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-mul/simulation.log	spike/logs/rv64um-p-mul.log	isa-build/rv64um-p-mul	9ac7e0846fed5090fe326018baa0e5a58e35ff981d42ef86cea3fd19dc51a3fa	BUILD_HASH_ONLY
rv64um-p-mulh	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-mulh/simulation.log	spike/logs/rv64um-p-mulh.log	isa-build/rv64um-p-mulh	158ca25c64941ea4723b6835e2953ad9cea8bb97ded2a75e1ec4cc1668052bbd	BUILD_HASH_ONLY
rv64um-p-mulhsu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-mulhsu/simulation.log	spike/logs/rv64um-p-mulhsu.log	isa-build/rv64um-p-mulhsu	35c4dcaa6906489696c3e9dec334495abaef054a543900c1f7eae7d638f9d8c0	BUILD_HASH_ONLY
rv64um-p-mulhu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-mulhu/simulation.log	spike/logs/rv64um-p-mulhu.log	isa-build/rv64um-p-mulhu	4fdf13741fffca5c9c2a9b22359e928de6a9a12d5018b9b1a330e63d84f04016	BUILD_HASH_ONLY
rv64um-p-mulw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-mulw/simulation.log	spike/logs/rv64um-p-mulw.log	isa-build/rv64um-p-mulw	9a38ec3205c7c6882ebe09ed894079e4f2e36936970e32f9806f260f3cbd041a	BUILD_HASH_ONLY
rv64um-p-rem	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-rem/simulation.log	spike/logs/rv64um-p-rem.log	isa-build/rv64um-p-rem	1ed5a0890d5b2eb9675c7698ddc18beb4606bd05502e4dacafd82c8c9cf43b8e	BUILD_HASH_ONLY
rv64um-p-remu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-remu/simulation.log	spike/logs/rv64um-p-remu.log	isa-build/rv64um-p-remu	c62a3d5e3f15fc70ab88c2263a046ffd77558deb1fa6cd94dbf2eadfadac68ea	BUILD_HASH_ONLY
rv64um-p-remuw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-remuw/simulation.log	spike/logs/rv64um-p-remuw.log	isa-build/rv64um-p-remuw	33f05a2c3e7e9a57d70498ccb90c1cb2a3943c9ecc8e73c3c9268fa1a7806c6c	BUILD_HASH_ONLY
rv64um-p-remw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-p-remw/simulation.log	spike/logs/rv64um-p-remw.log	isa-build/rv64um-p-remw	43c10b8959fc574c7dc481e76f99169485c0bad1cda43fd7a169041dd6a53402	BUILD_HASH_ONLY
rv64um-v-div	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-div/simulation.log	spike/logs/rv64um-v-div.log	isa-build/rv64um-v-div	54b8a79ac41034f83a01f26d86953f9f3a81d906a89c694bf06202cea951401f	BUILD_HASH_ONLY
rv64um-v-divu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-divu/simulation.log	spike/logs/rv64um-v-divu.log	isa-build/rv64um-v-divu	e2a8df244a24a1bf286500924e9bbd0d5d04c367c7fdabf342b82ab02d2197a8	BUILD_HASH_ONLY
rv64um-v-divuw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-divuw/simulation.log	spike/logs/rv64um-v-divuw.log	isa-build/rv64um-v-divuw	abdb4c460b730d3f6b45c68cc3e9b6ca0f666175901eb200cb29ddd43e47d2a2	BUILD_HASH_ONLY
rv64um-v-divw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-divw/simulation.log	spike/logs/rv64um-v-divw.log	isa-build/rv64um-v-divw	d8c875817bf0f2167db9840a63aa7a615be3125b561c1262162831ed5455cf84	BUILD_HASH_ONLY
rv64um-v-mul	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-mul/simulation.log	spike/logs/rv64um-v-mul.log	isa-build/rv64um-v-mul	6249d05496875698c47cc4cac61fe9377a6f780b6f21f88a05f7ef64825d4776	BUILD_HASH_ONLY
rv64um-v-mulh	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-mulh/simulation.log	spike/logs/rv64um-v-mulh.log	isa-build/rv64um-v-mulh	45cfa4cfb39aed4c9049ede9fc9a4a7564a0fe01209f86ffd4a797fe8d358f2f	BUILD_HASH_ONLY
rv64um-v-mulhsu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-mulhsu/simulation.log	spike/logs/rv64um-v-mulhsu.log	isa-build/rv64um-v-mulhsu	dcf2865f76302243e28931cdeaedf9cb419c696bed175ce40c2a73c5ea4f5d33	BUILD_HASH_ONLY
rv64um-v-mulhu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-mulhu/simulation.log	spike/logs/rv64um-v-mulhu.log	isa-build/rv64um-v-mulhu	defa1136246f14a9bede1e3ff499958a66274922610644fcfa1bf42c546e55ab	BUILD_HASH_ONLY
rv64um-v-mulw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-mulw/simulation.log	spike/logs/rv64um-v-mulw.log	isa-build/rv64um-v-mulw	b3333bcb7c7f9e78ecde71300ea854f96119b6989b1230530fbba42fbbf1c325	BUILD_HASH_ONLY
rv64um-v-rem	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-rem/simulation.log	spike/logs/rv64um-v-rem.log	isa-build/rv64um-v-rem	314a27d84c26bece94689243c3c3e19838f8b0acb3bd73fa52006c843e1ae3ab	BUILD_HASH_ONLY
rv64um-v-remu	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-remu/simulation.log	spike/logs/rv64um-v-remu.log	isa-build/rv64um-v-remu	3216ac00d9815bdbdf2098e0d86376840560d21271573a3aeefdf175fc75ec12	BUILD_HASH_ONLY
rv64um-v-remuw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-remuw/simulation.log	spike/logs/rv64um-v-remuw.log	isa-build/rv64um-v-remuw	369d3c76b4c02abe81d9a044ae75a6dd07522af151729c83e9da3d93dc683eb0	BUILD_HASH_ONLY
rv64um-v-remw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64um-v-remw/simulation.log	spike/logs/rv64um-v-remw.log	isa-build/rv64um-v-remw	fe67d0e1954a0d716c0aa71e7cd274e013dce661932ca33f51a094c5914cf206	BUILD_HASH_ONLY
rv64uzba-p-add_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-p-add_uw/simulation.log	spike/logs/rv64uzba-p-add_uw.log	isa-build/rv64uzba-p-add_uw	0fc06a5d5e0f39bf859a9cb55cd8ca38eaaa19127b80870fb5a575d4d14c62a0	BUILD_HASH_ONLY
rv64uzba-p-sh1add	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-p-sh1add/simulation.log	spike/logs/rv64uzba-p-sh1add.log	isa-build/rv64uzba-p-sh1add	61a5d0a9f68ca80cf0f30c968c1a38cd06ca3e298dd2ba66a37fcea7a4348144	BUILD_HASH_ONLY
rv64uzba-p-sh1add_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-p-sh1add_uw/simulation.log	spike/logs/rv64uzba-p-sh1add_uw.log	isa-build/rv64uzba-p-sh1add_uw	5e7e66752aa0825fed9d887eef0e23d6231765f07967bb8ad88ba1bd590a036c	BUILD_HASH_ONLY
rv64uzba-p-sh2add	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-p-sh2add/simulation.log	spike/logs/rv64uzba-p-sh2add.log	isa-build/rv64uzba-p-sh2add	f35f49afdd44b5964f39c2067294d399bc883d690e5194c747ef7d1755f101ca	BUILD_HASH_ONLY
rv64uzba-p-sh2add_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-p-sh2add_uw/simulation.log	spike/logs/rv64uzba-p-sh2add_uw.log	isa-build/rv64uzba-p-sh2add_uw	3bf3213f5c6d2706cea67623bca4cba8e1b3cf9f128c608a5ee7a7075b548d72	BUILD_HASH_ONLY
rv64uzba-p-sh3add	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-p-sh3add/simulation.log	spike/logs/rv64uzba-p-sh3add.log	isa-build/rv64uzba-p-sh3add	ad1f2ebc3f16f35d468f44f6804e19852d68fc2c83b8009195ef1f29381596b0	BUILD_HASH_ONLY
rv64uzba-p-sh3add_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-p-sh3add_uw/simulation.log	spike/logs/rv64uzba-p-sh3add_uw.log	isa-build/rv64uzba-p-sh3add_uw	f308fc599a581427d572b825353c7a09d82e8d06334851a49d774590e149b576	BUILD_HASH_ONLY
rv64uzba-p-slli_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-p-slli_uw/simulation.log	spike/logs/rv64uzba-p-slli_uw.log	isa-build/rv64uzba-p-slli_uw	4ee0f5695fcf0758f45d2079184ef74290a1b2ef7ace001677da0f0525e6dc2b	BUILD_HASH_ONLY
rv64uzba-v-add_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-v-add_uw/simulation.log	spike/logs/rv64uzba-v-add_uw.log	isa-build/rv64uzba-v-add_uw	6895bc348d9efc0385e1daeb2ad2e45f3005d69960ff3458bb807dee0b08b0d3	BUILD_HASH_ONLY
rv64uzba-v-sh1add	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-v-sh1add/simulation.log	spike/logs/rv64uzba-v-sh1add.log	isa-build/rv64uzba-v-sh1add	27af4452fecbfa84968fc58a4c02fc70c354baf60197da658daaec212ff52dc0	BUILD_HASH_ONLY
rv64uzba-v-sh1add_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-v-sh1add_uw/simulation.log	spike/logs/rv64uzba-v-sh1add_uw.log	isa-build/rv64uzba-v-sh1add_uw	118031915aaa5baac97e85f47e23819ad12ff17459a5fc5469899858deb49b2a	BUILD_HASH_ONLY
rv64uzba-v-sh2add	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-v-sh2add/simulation.log	spike/logs/rv64uzba-v-sh2add.log	isa-build/rv64uzba-v-sh2add	bf11b636bf588eceac203c63461cc334fa17d7d1f406c7352ebbb0f21ae9d8d6	BUILD_HASH_ONLY
rv64uzba-v-sh2add_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-v-sh2add_uw/simulation.log	spike/logs/rv64uzba-v-sh2add_uw.log	isa-build/rv64uzba-v-sh2add_uw	b5cc72fb369e45cd8a455fb72e813d98d01dfd920d6c802de16d063ed8ff08ea	BUILD_HASH_ONLY
rv64uzba-v-sh3add	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-v-sh3add/simulation.log	spike/logs/rv64uzba-v-sh3add.log	isa-build/rv64uzba-v-sh3add	40194c5f1caade6fcd2dbc69f3532593b253b860b1b9113dbb41a9748df80e6b	BUILD_HASH_ONLY
rv64uzba-v-sh3add_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-v-sh3add_uw/simulation.log	spike/logs/rv64uzba-v-sh3add_uw.log	isa-build/rv64uzba-v-sh3add_uw	f009067d143166487bf0d862cbe9821d8d5a74e8f806c7936c016309e61251b4	BUILD_HASH_ONLY
rv64uzba-v-slli_uw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzba-v-slli_uw/simulation.log	spike/logs/rv64uzba-v-slli_uw.log	isa-build/rv64uzba-v-slli_uw	9012990216a196eadf90d5c7aa25009ad941fd30758a5a5e043b66c84024f6bf	BUILD_HASH_ONLY
rv64uzbb-p-andn	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-andn/simulation.log	spike/logs/rv64uzbb-p-andn.log	isa-build/rv64uzbb-p-andn	057e0f54f98bd241e964ccd4d0c9de8feec1dab9ce7ee60468cf5ec1ba47ff7a	BUILD_HASH_ONLY
rv64uzbb-p-clz	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-clz/simulation.log	spike/logs/rv64uzbb-p-clz.log	isa-build/rv64uzbb-p-clz	c0905b61da17022033949f5242d1a6eb820b19a065bd902096e8f3d48e90048d	BUILD_HASH_ONLY
rv64uzbb-p-clzw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-clzw/simulation.log	spike/logs/rv64uzbb-p-clzw.log	isa-build/rv64uzbb-p-clzw	56c0f35c7544608d4b9728c1506d7a24326c038d829ee02c96cd94505843ca52	BUILD_HASH_ONLY
rv64uzbb-p-cpop	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-cpop/simulation.log	spike/logs/rv64uzbb-p-cpop.log	isa-build/rv64uzbb-p-cpop	5dcb69ebe16875e110bda5906df3389f48bde7624798457a9ea37236d8b003cf	BUILD_HASH_ONLY
rv64uzbb-p-cpopw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-cpopw/simulation.log	spike/logs/rv64uzbb-p-cpopw.log	isa-build/rv64uzbb-p-cpopw	1ac13a54a69d0bfa47ff5d48310646bb1f92419663ee62ab4196a677177e64a4	BUILD_HASH_ONLY
rv64uzbb-p-ctz	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-ctz/simulation.log	spike/logs/rv64uzbb-p-ctz.log	isa-build/rv64uzbb-p-ctz	9385e9eeed4fe520bae66b067ab2eab00da1802435ba99c78227ed839b7a1af3	BUILD_HASH_ONLY
rv64uzbb-p-ctzw	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-ctzw/simulation.log	spike/logs/rv64uzbb-p-ctzw.log	isa-build/rv64uzbb-p-ctzw	45ff1f67b452b3172916b398e1b4b515213b5e21655f5b9e529a435acf37cbea	BUILD_HASH_ONLY
rv64uzbb-p-max	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uzbb-p-max/simulation.log	spike/logs/rv64uzbb-p-max.log	isa-build/rv64uzbb-p-max	8d18bf2f0aab2916c2c1d43a59cad591d59971ef23a18af8cda58a4bcfa809aa	BUILD_HASH_ONLY
