test	suite	comparison	rtl_result	spike_status	rtl_exit_status	spike_exit_code	rtl_tohost_exit	rtl_campaign	rtl_log	spike_log	binary	sha256	reference_elf_hash_evidence
rv64mi-p-lw-misaligned	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-lw-misaligned/simulation.log	spike/logs/rv64mi-p-lw-misaligned.log	isa-build/rv64mi-p-lw-misaligned	116567918ff61bdf90511b1108fe8541b5a3125681879c810f61a4de283aa34b	BUILD_HASH_ONLY
rv64mi-p-ma_addr	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-ma_addr/simulation.log	spike/logs/rv64mi-p-ma_addr.log	isa-build/rv64mi-p-ma_addr	391982b985285d72bb6a99a674e85695d1afaa4a64a45e4e2e40b807bdcf6acf	BUILD_HASH_ONLY
rv64mi-p-ma_fetch	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-ma_fetch/simulation.log	spike/logs/rv64mi-p-ma_fetch.log	isa-build/rv64mi-p-ma_fetch	ebcb190b6dc6f6595bd1d776a85fe62fff2a175debaee411e61c15e726602637	BUILD_HASH_ONLY
rv64mi-p-mcsr	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-mcsr/simulation.log	spike/logs/rv64mi-p-mcsr.log	isa-build/rv64mi-p-mcsr	d379ee31fa1d3489a0b881cc0dec8065ac7bc8491fd4c427420c3415a5f7fe57	BUILD_HASH_ONLY
rv64mi-p-sbreak	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-sbreak/simulation.log	spike/logs/rv64mi-p-sbreak.log	isa-build/rv64mi-p-sbreak	806d8d1e04db0676502672190534885c791221e7c9dc7e49d8d0f02fd0a29a1e	BUILD_HASH_ONLY
rv64mi-p-scall	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-scall/simulation.log	spike/logs/rv64mi-p-scall.log	isa-build/rv64mi-p-scall	0ab50618bac95bb898a4306070bf39361bc951d5bbaa67ddc92fb12e96f94d34	BUILD_HASH_ONLY
rv64mi-p-sd-misaligned	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-sd-misaligned/simulation.log	spike/logs/rv64mi-p-sd-misaligned.log	isa-build/rv64mi-p-sd-misaligned	d2680e905fe4c49f9a6cae070067a553001b268ce3b0cfac2926573203e90587	BUILD_HASH_ONLY
rv64mi-p-sh-misaligned	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-sh-misaligned/simulation.log	spike/logs/rv64mi-p-sh-misaligned.log	isa-build/rv64mi-p-sh-misaligned	16b2a45c1bcfb0f55b1f30f6ea750048c25b3249b2c3721ede65471573135a37	BUILD_HASH_ONLY
rv64mi-p-sw-misaligned	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-sw-misaligned/simulation.log	spike/logs/rv64mi-p-sw-misaligned.log	isa-build/rv64mi-p-sw-misaligned	9972ecc26d9a3f43425aa6f1d8887b9e909090c9bf831d9aa1d43017b89caa94	BUILD_HASH_ONLY
rv64mi-p-zicntr	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64mi-p-zicntr/simulation.log	spike/logs/rv64mi-p-zicntr.log	isa-build/rv64mi-p-zicntr	77fc9d4067912563868dccfdba6f018659e2e5b353ff9e9f645d372014094dd5	BUILD_HASH_ONLY
rv64mzicbo-p-zero	isa	NONPASS_AGREE	FAIL	NONZERO	255	156	668	isa-run	isa-run/rv64mzicbo-p-zero/simulation.log	spike/logs/rv64mzicbo-p-zero.log	isa-build/rv64mzicbo-p-zero	f2bbe8bf54d46ab1668412638918481dfab1c14899faf1a1b3ee9ed0f334b044	BUILD_HASH_ONLY
rv64si-p-csr	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64si-p-csr/simulation.log	spike/logs/rv64si-p-csr.log	isa-build/rv64si-p-csr	80947ab0fd6fb02672677c3d6bd4152ee8591e32b553400a2dc3fe09c963b88d	BUILD_HASH_ONLY
rv64si-p-dirty	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64si-p-dirty/simulation.log	spike/logs/rv64si-p-dirty.log	isa-build/rv64si-p-dirty	110a19f86583b18b89d7a3bf9a74e5fe53331aec0a1fe60424879d5d90e601bd	BUILD_HASH_ONLY
rv64si-p-icache-alias	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64si-p-icache-alias/simulation.log	spike/logs/rv64si-p-icache-alias.log	isa-build/rv64si-p-icache-alias	444ece3d6bd92e4c7c83d169a0d17d5aa00e91e7ed7ae7033fc6c781d4414f5b	BUILD_HASH_ONLY
rv64si-p-ma_fetch	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64si-p-ma_fetch/simulation.log	spike/logs/rv64si-p-ma_fetch.log	isa-build/rv64si-p-ma_fetch	ffb5a1bfeb51d6669ab9f7f4e686b265655ef336529f7bfe3a49ed5e3fc4067f	BUILD_HASH_ONLY
rv64si-p-sbreak	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64si-p-sbreak/simulation.log	spike/logs/rv64si-p-sbreak.log	isa-build/rv64si-p-sbreak	2bfdcd29a2aa3e479027644145fe3f1f6a3139727ab86e2a6a1262b395602e48	BUILD_HASH_ONLY
rv64si-p-scall	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64si-p-scall/simulation.log	spike/logs/rv64si-p-scall.log	isa-build/rv64si-p-scall	dd3f01166ea97600a34686415a9b01db21a5e8b7d6da4f5b3d40fceab9ffbef8	BUILD_HASH_ONLY
rv64si-p-wfi	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64si-p-wfi/simulation.log	spike/logs/rv64si-p-wfi.log	isa-build/rv64si-p-wfi	a9d644a9a3d287e06b5203286a2b23ae9d6f7dcfd243b88a82d038fd4d83e746	BUILD_HASH_ONLY
rv64ssvnapot-p-napot	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ssvnapot-p-napot/simulation.log	spike/logs/rv64ssvnapot-p-napot.log	isa-build/rv64ssvnapot-p-napot	bd53072887151f1cf2f05383a0964be2a2a8c671cd6d765fec584a7b6234a834	BUILD_HASH_ONLY
rv64ua-p-amoadd_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoadd_d/simulation.log	spike/logs/rv64ua-p-amoadd_d.log	isa-build/rv64ua-p-amoadd_d	be4d34a0dacc10c4e334a2859e94eb3508839080ec8509168f02c1fff5a95391	BUILD_HASH_ONLY
rv64ua-p-amoadd_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoadd_w/simulation.log	spike/logs/rv64ua-p-amoadd_w.log	isa-build/rv64ua-p-amoadd_w	3789512ad4afd52830f5c0a54ce5bf3a4b4bcc92642ac6ed3635c2de91a145de	BUILD_HASH_ONLY
rv64ua-p-amoand_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoand_d/simulation.log	spike/logs/rv64ua-p-amoand_d.log	isa-build/rv64ua-p-amoand_d	e95c3eb645fd95fe64da7d0652830a5997adf435566e5e8574cd9a655e2a1c5c	BUILD_HASH_ONLY
rv64ua-p-amoand_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoand_w/simulation.log	spike/logs/rv64ua-p-amoand_w.log	isa-build/rv64ua-p-amoand_w	122cb79d8e672a940e158dd09c7c0715ac0ba25de94258a8366abc943480199e	BUILD_HASH_ONLY
rv64ua-p-amomax_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amomax_d/simulation.log	spike/logs/rv64ua-p-amomax_d.log	isa-build/rv64ua-p-amomax_d	3725c1acba7db3f218cfd55a59ada82a19d7e664d96e1f931ef9e1b9c09a2520	BUILD_HASH_ONLY
rv64ua-p-amomax_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amomax_w/simulation.log	spike/logs/rv64ua-p-amomax_w.log	isa-build/rv64ua-p-amomax_w	e4630c73101518b016b545074d85aa8ff7b31658bf786b04277ccdfd0d1a958e	BUILD_HASH_ONLY
rv64ua-p-amomaxu_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amomaxu_d/simulation.log	spike/logs/rv64ua-p-amomaxu_d.log	isa-build/rv64ua-p-amomaxu_d	3074eb537eec0514e93d61ef6aef4cde4dc75f4f56b79d8ff3c2afd66420706a	BUILD_HASH_ONLY
rv64ua-p-amomaxu_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amomaxu_w/simulation.log	spike/logs/rv64ua-p-amomaxu_w.log	isa-build/rv64ua-p-amomaxu_w	2d7c40935965d6607ecd61b6a9243b27ba482cf735d9d47e6ad3515221e53e4f	BUILD_HASH_ONLY
rv64ua-p-amomin_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amomin_d/simulation.log	spike/logs/rv64ua-p-amomin_d.log	isa-build/rv64ua-p-amomin_d	2500f20e45eaaea7aa8ad0877211effadeaab592b5364f0f72f967c57bf99fef	BUILD_HASH_ONLY
rv64ua-p-amomin_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amomin_w/simulation.log	spike/logs/rv64ua-p-amomin_w.log	isa-build/rv64ua-p-amomin_w	0ea8eb9694207846f905e355d1fb3f2cab5019a7a38ff381f9d6e8bf88d59b4c	BUILD_HASH_ONLY
rv64ua-p-amominu_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amominu_d/simulation.log	spike/logs/rv64ua-p-amominu_d.log	isa-build/rv64ua-p-amominu_d	c7524b5bc74558bfd55cbcb6b84ef0bd321334edffba22c87ae56e3217be6ea9	BUILD_HASH_ONLY
rv64ua-p-amominu_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amominu_w/simulation.log	spike/logs/rv64ua-p-amominu_w.log	isa-build/rv64ua-p-amominu_w	d527b610c8adaf778f1e4a4432aa3e71b19c66125d6a12c1482c0c71d333fbf1	BUILD_HASH_ONLY
rv64ua-p-amoor_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoor_d/simulation.log	spike/logs/rv64ua-p-amoor_d.log	isa-build/rv64ua-p-amoor_d	15bbddde8e62ac2dedd0ec923087b5f5959c3445722e6b2a32490402d6311cda	BUILD_HASH_ONLY
rv64ua-p-amoor_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoor_w/simulation.log	spike/logs/rv64ua-p-amoor_w.log	isa-build/rv64ua-p-amoor_w	a37f4da8609a2b78eee2d93f29497facd610dda0cd6978049582b57162e5b23d	BUILD_HASH_ONLY
rv64ua-p-amoswap_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoswap_d/simulation.log	spike/logs/rv64ua-p-amoswap_d.log	isa-build/rv64ua-p-amoswap_d	9508c36e2d1462fc17154aec7be2f32e07951e13c2020a7791cc80270f8b8086	BUILD_HASH_ONLY
rv64ua-p-amoswap_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoswap_w/simulation.log	spike/logs/rv64ua-p-amoswap_w.log	isa-build/rv64ua-p-amoswap_w	13c2b3ce2428a553514222c4793d8fd0df3e7c4962853d0e6568b0e8d90fb2c8	BUILD_HASH_ONLY
rv64ua-p-amoxor_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoxor_d/simulation.log	spike/logs/rv64ua-p-amoxor_d.log	isa-build/rv64ua-p-amoxor_d	bf26406aae509a50c470a7953d1d6fc3d6c38bf34104ff4bab25cc8e54e71792	BUILD_HASH_ONLY
rv64ua-p-amoxor_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-amoxor_w/simulation.log	spike/logs/rv64ua-p-amoxor_w.log	isa-build/rv64ua-p-amoxor_w	8b3c275c951d9dab31ddbe5ee9a9cffb58fdfc5435d47dc2d238d75e1ef9f5b5	BUILD_HASH_ONLY
rv64ua-p-lrsc	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-p-lrsc/simulation.log	spike/logs/rv64ua-p-lrsc.log	isa-build/rv64ua-p-lrsc	dfd2a97c277001ddd1a2f4890121c459a1b4f8031a0929acd57b8f133ac2b632	BUILD_HASH_ONLY
rv64ua-v-amoadd_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoadd_d/simulation.log	spike/logs/rv64ua-v-amoadd_d.log	isa-build/rv64ua-v-amoadd_d	a39da6587c9b82239537d20d575bc440cec3c980e2047c3272a836888a80729d	BUILD_HASH_ONLY
rv64ua-v-amoadd_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoadd_w/simulation.log	spike/logs/rv64ua-v-amoadd_w.log	isa-build/rv64ua-v-amoadd_w	a5e76821a6cae963052f6b970d1be2b58201149f792f11af815d94c14f09eb1f	BUILD_HASH_ONLY
rv64ua-v-amoand_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoand_d/simulation.log	spike/logs/rv64ua-v-amoand_d.log	isa-build/rv64ua-v-amoand_d	f01ce45c575cba98495b74552df9593cf48f922cd0527c459f0a0d108f97967f	BUILD_HASH_ONLY
rv64ua-v-amoand_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoand_w/simulation.log	spike/logs/rv64ua-v-amoand_w.log	isa-build/rv64ua-v-amoand_w	416d034a9a1249a098675e52eda4beb269844aad52599131bb93f7fc985b711c	BUILD_HASH_ONLY
rv64ua-v-amomax_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amomax_d/simulation.log	spike/logs/rv64ua-v-amomax_d.log	isa-build/rv64ua-v-amomax_d	c76a594d33fbb57ed69b0c9fed3859b38af350670856500460e0746bd19f6d72	BUILD_HASH_ONLY
rv64ua-v-amomax_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amomax_w/simulation.log	spike/logs/rv64ua-v-amomax_w.log	isa-build/rv64ua-v-amomax_w	0c07b406162be480088c4e4707a32306256cb3d5fd55d4247694964fac288adb	BUILD_HASH_ONLY
rv64ua-v-amomaxu_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amomaxu_d/simulation.log	spike/logs/rv64ua-v-amomaxu_d.log	isa-build/rv64ua-v-amomaxu_d	4b3e3dd08f5ca1c13c2a71c50992ecab655cdd12fbe8b6709153610eee5a6aa4	BUILD_HASH_ONLY
rv64ua-v-amomaxu_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amomaxu_w/simulation.log	spike/logs/rv64ua-v-amomaxu_w.log	isa-build/rv64ua-v-amomaxu_w	3bf199d8631a1e114f2b9371628241da232b552cb56b4d3d2ffbc9f8d3a37592	BUILD_HASH_ONLY
rv64ua-v-amomin_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amomin_d/simulation.log	spike/logs/rv64ua-v-amomin_d.log	isa-build/rv64ua-v-amomin_d	051e9c5a303e06a5a749b2d5c7ffe482d4afd4deabf4cc57f86d7cec61720243	BUILD_HASH_ONLY
rv64ua-v-amomin_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amomin_w/simulation.log	spike/logs/rv64ua-v-amomin_w.log	isa-build/rv64ua-v-amomin_w	1016c753bd93091552fe8aad4ab813f1bd4f30ecb43e69cb769bcf34f0338829	BUILD_HASH_ONLY
rv64ua-v-amominu_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amominu_d/simulation.log	spike/logs/rv64ua-v-amominu_d.log	isa-build/rv64ua-v-amominu_d	4e287d9291955d235de7d59132f92ffee3c40bec0dc2c710db0466fcd0a9645f	BUILD_HASH_ONLY
rv64ua-v-amominu_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amominu_w/simulation.log	spike/logs/rv64ua-v-amominu_w.log	isa-build/rv64ua-v-amominu_w	a2ba5495db46018e4f737dd140b0cded3c037f132348254145080819d4084d6a	BUILD_HASH_ONLY
rv64ua-v-amoor_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoor_d/simulation.log	spike/logs/rv64ua-v-amoor_d.log	isa-build/rv64ua-v-amoor_d	9880ed1a3b8ec4a86dc1283944e9f64c06bf1cc06ca12588a087c63928f06cc7	BUILD_HASH_ONLY
rv64ua-v-amoor_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoor_w/simulation.log	spike/logs/rv64ua-v-amoor_w.log	isa-build/rv64ua-v-amoor_w	afaece704bca15be2f7cba075ee33c7de2cab0eeb733d0418ef33e29c2641dd2	BUILD_HASH_ONLY
rv64ua-v-amoswap_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoswap_d/simulation.log	spike/logs/rv64ua-v-amoswap_d.log	isa-build/rv64ua-v-amoswap_d	37c8dbcf5fc530d00d3f2a824b2a5705f172f828a9db9856c6f7f28523b48188	BUILD_HASH_ONLY
rv64ua-v-amoswap_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoswap_w/simulation.log	spike/logs/rv64ua-v-amoswap_w.log	isa-build/rv64ua-v-amoswap_w	111d086d31038975fb7a8531d471f0d5a82c16d4811bf1f100f7f3157646bbc6	BUILD_HASH_ONLY
rv64ua-v-amoxor_d	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoxor_d/simulation.log	spike/logs/rv64ua-v-amoxor_d.log	isa-build/rv64ua-v-amoxor_d	a174fa64c289c34dd224d26a5e2f81181e93bb87eac76afe1cc5a9ceff57c029	BUILD_HASH_ONLY
rv64ua-v-amoxor_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-amoxor_w/simulation.log	spike/logs/rv64ua-v-amoxor_w.log	isa-build/rv64ua-v-amoxor_w	f24c9ad6e6cba639d35d79c9162aba80041926f81d8c33c98f71b3d019a76353	BUILD_HASH_ONLY
rv64ua-v-lrsc	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ua-v-lrsc/simulation.log	spike/logs/rv64ua-v-lrsc.log	isa-build/rv64ua-v-lrsc	6193fffefc5525c0014053b68f7da45f2001d8263f9f331eba9758552aceb6f0	BUILD_HASH_ONLY
rv64uc-p-rvc	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uc-p-rvc/simulation.log	spike/logs/rv64uc-p-rvc.log	isa-build/rv64uc-p-rvc	e3f260dc5622ce97b0d4e09ae5c5cafe598553f085c5bedad3af963fac563437	BUILD_HASH_ONLY
rv64uc-v-rvc	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uc-v-rvc/simulation.log	spike/logs/rv64uc-v-rvc.log	isa-build/rv64uc-v-rvc	d80232e8ca8fe4bd050e963d2de06894e9a868194d103636bf2c3effedd070c9	BUILD_HASH_ONLY
rv64ud-p-fadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-fadd/simulation.log	spike/logs/rv64ud-p-fadd.log	isa-build/rv64ud-p-fadd	33872a76af341ecefdae001a8992e1ceb075e6b5e2dd221119a0000d12b94404	BUILD_HASH_ONLY
rv64ud-p-fclass	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-fclass/simulation.log	spike/logs/rv64ud-p-fclass.log	isa-build/rv64ud-p-fclass	8d3dff86f8f649dfb1a132b90251136ee9b122d5ee390671b72703164974db54	BUILD_HASH_ONLY
rv64ud-p-fcmp	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-fcmp/simulation.log	spike/logs/rv64ud-p-fcmp.log	isa-build/rv64ud-p-fcmp	6e48fb2e1d4926b652ef8c94b9702323a3d4dacd6617db21d75813d40e04af71	BUILD_HASH_ONLY
rv64ud-p-fcvt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-fcvt/simulation.log	spike/logs/rv64ud-p-fcvt.log	isa-build/rv64ud-p-fcvt	1aa3d0657d4c4169b9106f41c9110b4d4db73a740558724acd14b8b869881120	BUILD_HASH_ONLY
rv64ud-p-fcvt_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-fcvt_w/simulation.log	spike/logs/rv64ud-p-fcvt_w.log	isa-build/rv64ud-p-fcvt_w	d737224b136fdc8d78dc59bd461051b59cb3d6655f0679a2b28a80084a628d35	BUILD_HASH_ONLY
rv64ud-p-fdiv	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-fdiv/simulation.log	spike/logs/rv64ud-p-fdiv.log	isa-build/rv64ud-p-fdiv	fd43787dec84c073de303e254a308dcc30b33d7e22cef2869ddfa087857699c0	BUILD_HASH_ONLY
rv64ud-p-fmadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-fmadd/simulation.log	spike/logs/rv64ud-p-fmadd.log	isa-build/rv64ud-p-fmadd	f580762ab21f42e35064440c44d28144984834889e331dcd90c1df0cf2c0faa5	BUILD_HASH_ONLY
rv64ud-p-fmin	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-fmin/simulation.log	spike/logs/rv64ud-p-fmin.log	isa-build/rv64ud-p-fmin	9429759a602e4732b968b2f7f9f0cd0a6fba5f60efd4af870c4bb640084cbd47	BUILD_HASH_ONLY
rv64ud-p-ldst	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-ldst/simulation.log	spike/logs/rv64ud-p-ldst.log	isa-build/rv64ud-p-ldst	61b6d54f17ee368e7bd3de3d6d6beba9270aa55c5736e6c8ea2ecc5c9eb45633	BUILD_HASH_ONLY
rv64ud-p-move	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-move/simulation.log	spike/logs/rv64ud-p-move.log	isa-build/rv64ud-p-move	1e6d3de25ddcccf5f20f0321ced9ff224a5c6049beb68e97d7fd3a5b0f19cc97	BUILD_HASH_ONLY
rv64ud-p-recoding	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-recoding/simulation.log	spike/logs/rv64ud-p-recoding.log	isa-build/rv64ud-p-recoding	2b8bd7d397f6ced3be13a496d6b34268ee73ac18cb3df7af35f4f2b632cb1819	BUILD_HASH_ONLY
rv64ud-p-structural	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-p-structural/simulation.log	spike/logs/rv64ud-p-structural.log	isa-build/rv64ud-p-structural	98878a679361f19801fed01758efa6571ed6c7d02a438c08984d068629bcc2dd	BUILD_HASH_ONLY
rv64ud-v-fadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-fadd/simulation.log	spike/logs/rv64ud-v-fadd.log	isa-build/rv64ud-v-fadd	182b3b6f2feca3462397f022de54420454d6460fe2d67c67b081dc8e5d3dc908	BUILD_HASH_ONLY
rv64ud-v-fclass	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-fclass/simulation.log	spike/logs/rv64ud-v-fclass.log	isa-build/rv64ud-v-fclass	d8c77573664440010b3ab4bcebcd41cb81eb6ca1101424fc7ee9903eefe03f24	BUILD_HASH_ONLY
rv64ud-v-fcmp	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-fcmp/simulation.log	spike/logs/rv64ud-v-fcmp.log	isa-build/rv64ud-v-fcmp	afad3ca1d41b7b85ab464ce7ef812ee218165503186f2a31576e61f23c0db78b	BUILD_HASH_ONLY
rv64ud-v-fcvt	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-fcvt/simulation.log	spike/logs/rv64ud-v-fcvt.log	isa-build/rv64ud-v-fcvt	4ae5a6286a12897279d1d540abb84d37e620e748d29ebc8a0631c3677e15128b	BUILD_HASH_ONLY
rv64ud-v-fcvt_w	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-fcvt_w/simulation.log	spike/logs/rv64ud-v-fcvt_w.log	isa-build/rv64ud-v-fcvt_w	badcbf3e30b8e6399092629c5e3d1fc55b88b7f544cf071579edcdd3b5d80903	BUILD_HASH_ONLY
rv64ud-v-fdiv	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-fdiv/simulation.log	spike/logs/rv64ud-v-fdiv.log	isa-build/rv64ud-v-fdiv	940bfba614df57c995ff3e39b4e10531ae556419f2785ca5472ea626712b8b81	BUILD_HASH_ONLY
rv64ud-v-fmadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-fmadd/simulation.log	spike/logs/rv64ud-v-fmadd.log	isa-build/rv64ud-v-fmadd	a1dcb0a9eb9cf11fe2d744c3c52a9ed19c8e5b31e54f055dc5cf4ab759cdb111	BUILD_HASH_ONLY
rv64ud-v-fmin	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-fmin/simulation.log	spike/logs/rv64ud-v-fmin.log	isa-build/rv64ud-v-fmin	a88006bfe5f5cc31dc08ce9a89b986aecc57f13644126da7c34389bdffb3e9f3	BUILD_HASH_ONLY
rv64ud-v-ldst	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-ldst/simulation.log	spike/logs/rv64ud-v-ldst.log	isa-build/rv64ud-v-ldst	1d8e7ba0e8b0421f1405667f7978e35c6c8121efaa84b0ad6b239599c15bac94	BUILD_HASH_ONLY
rv64ud-v-move	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-move/simulation.log	spike/logs/rv64ud-v-move.log	isa-build/rv64ud-v-move	bc145612951de7b54f95669f4fbb01259d8910680046d26a7f6c1cd45920b0ac	BUILD_HASH_ONLY
rv64ud-v-recoding	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-recoding/simulation.log	spike/logs/rv64ud-v-recoding.log	isa-build/rv64ud-v-recoding	373f940fc2612603388f2da93186311a689e484b9d4b8d2d41236e6e374bf62a	BUILD_HASH_ONLY
rv64ud-v-structural	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64ud-v-structural/simulation.log	spike/logs/rv64ud-v-structural.log	isa-build/rv64ud-v-structural	81aee6b16ff753069172fb28eac749526d03ef8a673fe69fa81985d84614ed81	BUILD_HASH_ONLY
rv64uf-p-fadd	isa	PASS_AGREE	PASS	PASS	0	0		isa-run	isa-run/rv64uf-p-fadd/simulation.log	spike/logs/rv64uf-p-fadd.log	isa-build/rv64uf-p-fadd	c73b622641ce497515769dd80607f07130a048b071b0efb0852a871a17a8e5ec	BUILD_HASH_ONLY
