test	suite	result	exit_status	wall_seconds	cycles	log	campaign
rv64um-p-mulhsu	isa	PASS	0	6.252		campaigns/cpu-isa/rv64um-p-mulhsu/simulation.log	cpu-isa
rv64um-p-mulhu	isa	PASS	0	6.402		campaigns/cpu-isa/rv64um-p-mulhu/simulation.log	cpu-isa
rv64um-p-rem	isa	PASS	0	4.895		campaigns/cpu-isa/rv64um-p-rem/simulation.log	cpu-isa
rv64um-p-mulw	isa	PASS	0	6.002		campaigns/cpu-isa/rv64um-p-mulw/simulation.log	cpu-isa
rv64um-p-remu	isa	PASS	0	4.744		campaigns/cpu-isa/rv64um-p-remu/simulation.log	cpu-isa
rv64um-p-remuw	isa	PASS	0	4.692		campaigns/cpu-isa/rv64um-p-remuw/simulation.log	cpu-isa
rv64um-p-remw	isa	PASS	0	4.945		campaigns/cpu-isa/rv64um-p-remw/simulation.log	cpu-isa
rv64um-v-div	isa	PASS	0	33.134		campaigns/cpu-isa/rv64um-v-div/simulation.log	cpu-isa
rv64um-v-divu	isa	PASS	0	33.13		campaigns/cpu-isa/rv64um-v-divu/simulation.log	cpu-isa
rv64um-v-divuw	isa	PASS	0	24.127		campaigns/cpu-isa/rv64um-v-divuw/simulation.log	cpu-isa
rv64um-v-divw	isa	PASS	0	27.037		campaigns/cpu-isa/rv64um-v-divw/simulation.log	cpu-isa
rv64um-v-mul	isa	PASS	0	25.077		campaigns/cpu-isa/rv64um-v-mul/simulation.log	cpu-isa
rv64um-v-mulh	isa	PASS	0	27.692		campaigns/cpu-isa/rv64um-v-mulh/simulation.log	cpu-isa
rv64um-v-mulhsu	isa	PASS	0	31.826		campaigns/cpu-isa/rv64um-v-mulhsu/simulation.log	cpu-isa
rv64um-v-mulhu	isa	PASS	0	28.51		campaigns/cpu-isa/rv64um-v-mulhu/simulation.log	cpu-isa
rv64um-v-mulw	isa	PASS	0	32.896		campaigns/cpu-isa/rv64um-v-mulw/simulation.log	cpu-isa
rv64um-v-rem	isa	PASS	0	31.951		campaigns/cpu-isa/rv64um-v-rem/simulation.log	cpu-isa
rv64um-v-remu	isa	PASS	0	32.718		campaigns/cpu-isa/rv64um-v-remu/simulation.log	cpu-isa
rv64um-v-remuw	isa	PASS	0	33.214		campaigns/cpu-isa/rv64um-v-remuw/simulation.log	cpu-isa
rv64uzba-p-add_uw	isa	PASS	0	6.302		campaigns/cpu-isa/rv64uzba-p-add_uw/simulation.log	cpu-isa
rv64uzba-p-sh1add	isa	PASS	0	6.609		campaigns/cpu-isa/rv64uzba-p-sh1add/simulation.log	cpu-isa
rv64uzba-p-sh1add_uw	isa	PASS	0	6.453		campaigns/cpu-isa/rv64uzba-p-sh1add_uw/simulation.log	cpu-isa
rv64uzba-p-sh2add	isa	PASS	0	6.654		campaigns/cpu-isa/rv64uzba-p-sh2add/simulation.log	cpu-isa
rv64um-v-remw	isa	PASS	0	32.558		campaigns/cpu-isa/rv64um-v-remw/simulation.log	cpu-isa
rv64uzba-p-sh2add_uw	isa	PASS	0	6.549		campaigns/cpu-isa/rv64uzba-p-sh2add_uw/simulation.log	cpu-isa
rv64uzba-p-sh3add	isa	PASS	0	6.552		campaigns/cpu-isa/rv64uzba-p-sh3add/simulation.log	cpu-isa
rv64uzba-p-slli_uw	isa	PASS	0	5.295		campaigns/cpu-isa/rv64uzba-p-slli_uw/simulation.log	cpu-isa
rv64uzba-p-sh3add_uw	isa	PASS	0	6.403		campaigns/cpu-isa/rv64uzba-p-sh3add_uw/simulation.log	cpu-isa
rv64uzba-v-sh1add	isa	PASS	0	35.078		campaigns/cpu-isa/rv64uzba-v-sh1add/simulation.log	cpu-isa
rv64uzba-v-add_uw	isa	PASS	0	36.341		campaigns/cpu-isa/rv64uzba-v-add_uw/simulation.log	cpu-isa
rv64uzba-v-sh1add_uw	isa	PASS	0	35.486		campaigns/cpu-isa/rv64uzba-v-sh1add_uw/simulation.log	cpu-isa
rv64uzba-v-sh2add	isa	PASS	0	35.077		campaigns/cpu-isa/rv64uzba-v-sh2add/simulation.log	cpu-isa
rv64uzba-v-sh2add_uw	isa	PASS	0	31.833		campaigns/cpu-isa/rv64uzba-v-sh2add_uw/simulation.log	cpu-isa
rv64uzba-v-sh3add	isa	PASS	0	32.134		campaigns/cpu-isa/rv64uzba-v-sh3add/simulation.log	cpu-isa
rv64uzba-v-sh3add_uw	isa	PASS	0	30.229		campaigns/cpu-isa/rv64uzba-v-sh3add_uw/simulation.log	cpu-isa
rv64uzba-v-slli_uw	isa	PASS	0	30.482		campaigns/cpu-isa/rv64uzba-v-slli_uw/simulation.log	cpu-isa
rv64uzbb-p-clz	isa	PASS	0	4.543		campaigns/cpu-isa/rv64uzbb-p-clz/simulation.log	cpu-isa
rv64uzbb-p-andn	isa	PASS	0	6.504		campaigns/cpu-isa/rv64uzbb-p-andn/simulation.log	cpu-isa
rv64uzbb-p-clzw	isa	PASS	0	5.005		campaigns/cpu-isa/rv64uzbb-p-clzw/simulation.log	cpu-isa
rv64uzbb-p-cpop	isa	PASS	0	4.795		campaigns/cpu-isa/rv64uzbb-p-cpop/simulation.log	cpu-isa
rv64uzbb-p-cpopw	isa	PASS	0	4.845		campaigns/cpu-isa/rv64uzbb-p-cpopw/simulation.log	cpu-isa
rv64uzbb-p-ctz	isa	PASS	0	4.794		campaigns/cpu-isa/rv64uzbb-p-ctz/simulation.log	cpu-isa
rv64uzbb-p-ctzw	isa	PASS	0	5.302		campaigns/cpu-isa/rv64uzbb-p-ctzw/simulation.log	cpu-isa
rv64uzbb-p-max	isa	PASS	0	6.658		campaigns/cpu-isa/rv64uzbb-p-max/simulation.log	cpu-isa
rv64uzbb-p-maxu	isa	PASS	0	5.998		campaigns/cpu-isa/rv64uzbb-p-maxu/simulation.log	cpu-isa
rv64uzbb-p-min	isa	PASS	0	6.152		campaigns/cpu-isa/rv64uzbb-p-min/simulation.log	cpu-isa
rv64uzbb-p-minu	isa	PASS	0	6.002		campaigns/cpu-isa/rv64uzbb-p-minu/simulation.log	cpu-isa
rv64uzbb-p-orc_b	isa	PASS	0	4.947		campaigns/cpu-isa/rv64uzbb-p-orc_b/simulation.log	cpu-isa
rv64uzbb-p-orn	isa	PASS	0	6.505		campaigns/cpu-isa/rv64uzbb-p-orn/simulation.log	cpu-isa
rv64uzbb-p-rev8	isa	PASS	0	5.098		campaigns/cpu-isa/rv64uzbb-p-rev8/simulation.log	cpu-isa
rv64uzbb-p-rolw	isa	PASS	0	6.3		campaigns/cpu-isa/rv64uzbb-p-rolw/simulation.log	cpu-isa
rv64uzbb-p-rol	isa	PASS	0	6.553		campaigns/cpu-isa/rv64uzbb-p-rol/simulation.log	cpu-isa
rv64uzbb-p-rori	isa	PASS	0	5.197		campaigns/cpu-isa/rv64uzbb-p-rori/simulation.log	cpu-isa
rv64uzbb-p-ror	isa	PASS	0	6.81		campaigns/cpu-isa/rv64uzbb-p-ror/simulation.log	cpu-isa
rv64uzbb-p-roriw	isa	PASS	0	5.198		campaigns/cpu-isa/rv64uzbb-p-roriw/simulation.log	cpu-isa
rv64uzbb-p-rorw	isa	PASS	0	6.001		campaigns/cpu-isa/rv64uzbb-p-rorw/simulation.log	cpu-isa
rv64uzbb-p-sext_b	isa	PASS	0	4.591		campaigns/cpu-isa/rv64uzbb-p-sext_b/simulation.log	cpu-isa
rv64uzbb-p-sext_h	isa	PASS	0	4.443		campaigns/cpu-isa/rv64uzbb-p-sext_h/simulation.log	cpu-isa
rv64uzbb-p-xnor	isa	PASS	0	6.354		campaigns/cpu-isa/rv64uzbb-p-xnor/simulation.log	cpu-isa
rv64uzbb-p-zext_h	isa	PASS	0	4.894		campaigns/cpu-isa/rv64uzbb-p-zext_h/simulation.log	cpu-isa
rv64uzbb-v-clz	isa	PASS	0	30.23		campaigns/cpu-isa/rv64uzbb-v-clz/simulation.log	cpu-isa
rv64uzbb-v-andn	isa	PASS	0	54.271		campaigns/cpu-isa/rv64uzbb-v-andn/simulation.log	cpu-isa
rv64uzbb-v-clzw	isa	PASS	0	31.187		campaigns/cpu-isa/rv64uzbb-v-clzw/simulation.log	cpu-isa
rv64uzbb-v-cpop	isa	PASS	0	29.322		campaigns/cpu-isa/rv64uzbb-v-cpop/simulation.log	cpu-isa
rv64uzbb-v-cpopw	isa	PASS	0	30.027		campaigns/cpu-isa/rv64uzbb-v-cpopw/simulation.log	cpu-isa
rv64uzbb-v-ctz	isa	PASS	0	30.029		campaigns/cpu-isa/rv64uzbb-v-ctz/simulation.log	cpu-isa
rv64uzbb-v-ctzw	isa	PASS	0	28.974		campaigns/cpu-isa/rv64uzbb-v-ctzw/simulation.log	cpu-isa
rv64uzbb-v-max	isa	PASS	0	30.735		campaigns/cpu-isa/rv64uzbb-v-max/simulation.log	cpu-isa
rv64uzbb-v-maxu	isa	PASS	0	53.158		campaigns/cpu-isa/rv64uzbb-v-maxu/simulation.log	cpu-isa
rv64uzbb-v-min	isa	PASS	0	31.344		campaigns/cpu-isa/rv64uzbb-v-min/simulation.log	cpu-isa
rv64uzbb-v-minu	isa	PASS	0	31.743		campaigns/cpu-isa/rv64uzbb-v-minu/simulation.log	cpu-isa
rv64uzbb-v-orc_b	isa	PASS	0	30.596		campaigns/cpu-isa/rv64uzbb-v-orc_b/simulation.log	cpu-isa
rv64uzbb-v-rev8	isa	PASS	0	30.888		campaigns/cpu-isa/rv64uzbb-v-rev8/simulation.log	cpu-isa
rv64uzbb-v-orn	isa	PASS	0	52.618		campaigns/cpu-isa/rv64uzbb-v-orn/simulation.log	cpu-isa
rv64uzbb-v-rol	isa	PASS	0	52.959		campaigns/cpu-isa/rv64uzbb-v-rol/simulation.log	cpu-isa
rv64uzbb-v-rolw	isa	PASS	0	53.821		campaigns/cpu-isa/rv64uzbb-v-rolw/simulation.log	cpu-isa
rv64uzbb-v-rori	isa	PASS	0	31.592		campaigns/cpu-isa/rv64uzbb-v-rori/simulation.log	cpu-isa
rv64uzbb-v-ror	isa	PASS	0	55.776		campaigns/cpu-isa/rv64uzbb-v-ror/simulation.log	cpu-isa
rv64uzbb-v-roriw	isa	PASS	0	29.23		campaigns/cpu-isa/rv64uzbb-v-roriw/simulation.log	cpu-isa
rv64uzbb-v-rorw	isa	PASS	0	50.997		campaigns/cpu-isa/rv64uzbb-v-rorw/simulation.log	cpu-isa
rv64uzbb-v-sext_b	isa	PASS	0	29.676		campaigns/cpu-isa/rv64uzbb-v-sext_b/simulation.log	cpu-isa
rv64uzbb-v-sext_h	isa	PASS	0	30.17		campaigns/cpu-isa/rv64uzbb-v-sext_h/simulation.log	cpu-isa
rv64uzbb-v-xnor	isa	PASS	0	51.937		campaigns/cpu-isa/rv64uzbb-v-xnor/simulation.log	cpu-isa
rv64uzbb-v-zext_h	isa	PASS	0	30.086		campaigns/cpu-isa/rv64uzbb-v-zext_h/simulation.log	cpu-isa
rv64uzbc-p-clmul	isa	FAIL	255	3.436		campaigns/cpu-isa/rv64uzbc-p-clmul/simulation.log	cpu-isa
rv64uzbc-p-clmulh	isa	FAIL	255	3.432		campaigns/cpu-isa/rv64uzbc-p-clmulh/simulation.log	cpu-isa
rv64uzbc-p-clmulr	isa	FAIL	255	3.437		campaigns/cpu-isa/rv64uzbc-p-clmulr/simulation.log	cpu-isa
rv64uzbc-v-clmul	isa	WALL_TIMEOUT	0	600.168		campaigns/cpu-isa/rv64uzbc-v-clmul/simulation.log	cpu-isa
rv64uzbc-v-clmulh	isa	WALL_TIMEOUT	0	600.116		campaigns/cpu-isa/rv64uzbc-v-clmulh/simulation.log	cpu-isa
rv64uzbs-p-bclr	isa	PASS	0	7.757		campaigns/cpu-isa/rv64uzbs-p-bclr/simulation.log	cpu-isa
rv64uzbs-p-bclri	isa	PASS	0	6.004		campaigns/cpu-isa/rv64uzbs-p-bclri/simulation.log	cpu-isa
rv64uzbs-p-bext	isa	PASS	0	7.509		campaigns/cpu-isa/rv64uzbs-p-bext/simulation.log	cpu-isa
rv64uzbs-p-bexti	isa	PASS	0	5.698		campaigns/cpu-isa/rv64uzbs-p-bexti/simulation.log	cpu-isa
rv64uzbs-p-binv	isa	PASS	0	7.308		campaigns/cpu-isa/rv64uzbs-p-binv/simulation.log	cpu-isa
rv64uzbs-p-binvi	isa	PASS	0	5.294		campaigns/cpu-isa/rv64uzbs-p-binvi/simulation.log	cpu-isa
rv64uzbs-p-bset	isa	PASS	0	8.163		campaigns/cpu-isa/rv64uzbs-p-bset/simulation.log	cpu-isa
rv64uzbs-p-bseti	isa	PASS	0	6.349		campaigns/cpu-isa/rv64uzbs-p-bseti/simulation.log	cpu-isa
rv64uzbs-v-bclr	isa	PASS	0	65.883		campaigns/cpu-isa/rv64uzbs-v-bclr/simulation.log	cpu-isa
rv64uzbs-v-bclri	isa	PASS	0	38.055		campaigns/cpu-isa/rv64uzbs-v-bclri/simulation.log	cpu-isa
rv64uzbs-v-bext	isa	PASS	0	68.497		campaigns/cpu-isa/rv64uzbs-v-bext/simulation.log	cpu-isa
rv64uzbs-v-bexti	isa	PASS	0	39.185		campaigns/cpu-isa/rv64uzbs-v-bexti/simulation.log	cpu-isa
rv64uzbs-v-binv	isa	PASS	0	68.796		campaigns/cpu-isa/rv64uzbs-v-binv/simulation.log	cpu-isa
rv64uzbs-v-binvi	isa	PASS	0	40.521		campaigns/cpu-isa/rv64uzbs-v-binvi/simulation.log	cpu-isa
rv64uzbs-v-bset	isa	PASS	0	68.094		campaigns/cpu-isa/rv64uzbs-v-bset/simulation.log	cpu-isa
rv64uzbs-v-bseti	isa	PASS	0	38.517		campaigns/cpu-isa/rv64uzbs-v-bseti/simulation.log	cpu-isa
rv64uzfh-p-fadd	isa	PASS	0	5.799		campaigns/cpu-isa/rv64uzfh-p-fadd/simulation.log	cpu-isa
rv64uzfh-p-fclass	isa	PASS	0	4.943		campaigns/cpu-isa/rv64uzfh-p-fclass/simulation.log	cpu-isa
rv64uzfh-p-fcmp	isa	PASS	0	4.89		campaigns/cpu-isa/rv64uzfh-p-fcmp/simulation.log	cpu-isa
rv64uzfh-p-fcvt	isa	PASS	0	5.495		campaigns/cpu-isa/rv64uzfh-p-fcvt/simulation.log	cpu-isa
rv64uzfh-p-fcvt_w	isa	PASS	0	8.714		campaigns/cpu-isa/rv64uzfh-p-fcvt_w/simulation.log	cpu-isa
rv64uzfh-p-fdiv	isa	PASS	0	5.443		campaigns/cpu-isa/rv64uzfh-p-fdiv/simulation.log	cpu-isa
rv64uzfh-p-fmadd	isa	PASS	0	5.948		campaigns/cpu-isa/rv64uzfh-p-fmadd/simulation.log	cpu-isa
rv64uzfh-p-fmin	isa	PASS	0	6.806		campaigns/cpu-isa/rv64uzfh-p-fmin/simulation.log	cpu-isa
rv64uzfh-p-ldst	isa	PASS	0	4.485		campaigns/cpu-isa/rv64uzfh-p-ldst/simulation.log	cpu-isa
rv64uzfh-p-move	isa	PASS	0	5.899		campaigns/cpu-isa/rv64uzfh-p-move/simulation.log	cpu-isa
rv64uzfh-p-recoding	isa	PASS	0	4.391		campaigns/cpu-isa/rv64uzfh-p-recoding/simulation.log	cpu-isa
rv64uzbc-v-clmulr	isa	WALL_TIMEOUT	0	600.421		campaigns/cpu-isa/rv64uzbc-v-clmulr/simulation.log	cpu-isa
rv64uzfh-v-fadd	isa	PASS	0	63.664		campaigns/cpu-isa/rv64uzfh-v-fadd/simulation.log	cpu-isa
rv64uzfh-v-fclass	isa	PASS	0	37.524		campaigns/cpu-isa/rv64uzfh-v-fclass/simulation.log	cpu-isa
rv64uzfh-v-fcmp	isa	PASS	0	63.163		campaigns/cpu-isa/rv64uzfh-v-fcmp/simulation.log	cpu-isa
rv64uzfh-v-fcvt	isa	PASS	0	65.026		campaigns/cpu-isa/rv64uzfh-v-fcvt/simulation.log	cpu-isa
rv64uzfh-v-fdiv	isa	PASS	0	63.871		campaigns/cpu-isa/rv64uzfh-v-fdiv/simulation.log	cpu-isa
rv64uzfh-v-fcvt_w	isa	PASS	0	95.544		campaigns/cpu-isa/rv64uzfh-v-fcvt_w/simulation.log	cpu-isa
rv64uzfh-v-fmadd	isa	PASS	0	66.678		campaigns/cpu-isa/rv64uzfh-v-fmadd/simulation.log	cpu-isa
rv64uzfh-v-fmin	isa	PASS	0	67.316		campaigns/cpu-isa/rv64uzfh-v-fmin/simulation.log	cpu-isa
rv64uzfh-v-move	isa	PASS	0	38.567		campaigns/cpu-isa/rv64uzfh-v-move/simulation.log	cpu-isa
rv64uzfh-v-ldst	isa	PASS	0	60.286		campaigns/cpu-isa/rv64uzfh-v-ldst/simulation.log	cpu-isa
rv64uzfh-v-recoding	isa	PASS	0	55.347		campaigns/cpu-isa/rv64uzfh-v-recoding/simulation.log	cpu-isa
pmp	benchmark-configured	PASS	0	3504.706		campaigns/cpu-pmp/pmp/simulation.log	cpu-pmp
legacy-ad_matmul-dual	legacy-mt	WALL_TIMEOUT	0	1800.07		campaigns/cpu-bench-shard-1/legacy-ad_matmul-dual/simulation.log	cpu-bench-shard-1
legacy-cl_matmul-dual	legacy-mt	FAIL	255	522.661		campaigns/cpu-bench-shard-1/legacy-cl_matmul-dual/simulation.log	cpu-bench-shard-1
legacy-br_matmul-dual	legacy-mt	FAIL	255	414.685		campaigns/cpu-bench-shard-1/legacy-br_matmul-dual/simulation.log	cpu-bench-shard-1
legacy-av_matmul-dual	legacy-mt	FAIL	255	289.171		campaigns/cpu-bench-shard-1/legacy-av_matmul-dual/simulation.log	cpu-bench-shard-1
legacy-vvadd2-dual	legacy-mt	PASS	0	261.018		campaigns/cpu-bench-shard-1/legacy-vvadd2-dual/simulation.log	cpu-bench-shard-1
legacy-al_matmul-dual	legacy-mt	FAIL	255	268.38		campaigns/cpu-bench-shard-1/legacy-al_matmul-dual/simulation.log	cpu-bench-shard-1
legacy-bf_matmul-dual	legacy-mt	FAIL	255	246.811		campaigns/cpu-bench-shard-1/legacy-bf_matmul-dual/simulation.log	cpu-bench-shard-1
legacy-am_matmul-dual	legacy-mt	FAIL	255	209.844		campaigns/cpu-bench-shard-1/legacy-am_matmul-dual/simulation.log	cpu-bench-shard-1
chipyard-cpp-hello	chipyard-generic	PASS	0	196.429		campaigns/cpu-bench-shard-1/chipyard-cpp-hello/simulation.log	cpu-bench-shard-1
mt-matmul	benchmark-configured	PASS	0	138.558		campaigns/cpu-bench-shard-1/mt-matmul/simulation.log	cpu-bench-shard-1
corrected-legacy-ae_matmul-dual	corrected-mt-supplement	PASS	0	109.063		campaigns/cpu-bench-shard-1/corrected-legacy-ae_matmul-dual/simulation.log	cpu-bench-shard-1
legacy-ak_matmul-dual	legacy-mt	PASS	0	81.19		campaigns/cpu-bench-shard-1/legacy-ak_matmul-dual/simulation.log	cpu-bench-shard-1
legacy-cs_matmul-dual	legacy-mt	PASS	0	74.975		campaigns/cpu-bench-shard-1/legacy-cs_matmul-dual/simulation.log	cpu-bench-shard-1
median	benchmark-configured	PASS	0	56.415		campaigns/cpu-bench-shard-1/median/simulation.log	cpu-bench-shard-1
legacy-dm_matmul-dual	legacy-mt	PASS	0	52.905		campaigns/cpu-bench-shard-1/legacy-dm_matmul-dual/simulation.log	cpu-bench-shard-1
towers	benchmark-configured	PASS	0	40.037		campaigns/cpu-bench-shard-1/towers/simulation.log	cpu-bench-shard-1
legacy-bj_matmul-dual	legacy-mt	PASS	0	50.028		campaigns/cpu-bench-shard-1/legacy-bj_matmul-dual/simulation.log	cpu-bench-shard-1
chipyard-hello	chipyard-generic	PASS	0	32.74		campaigns/cpu-bench-shard-1/chipyard-hello/simulation.log	cpu-bench-shard-1
legacy-cf_matmul-dual	legacy-mt	FAIL	255	1606.309		campaigns/cpu-bench-shard-2/legacy-cf_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-cv_matmul-dual	legacy-mt	FAIL	255	608.445		campaigns/cpu-bench-shard-2/legacy-cv_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-df_matmul-dual	legacy-mt	FAIL	255	445.64		campaigns/cpu-bench-shard-2/legacy-df_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-do_matmul-dual	legacy-mt	FAIL	255	419.845		campaigns/cpu-bench-shard-2/legacy-do_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-vvadd4-dual	legacy-mt	PASS	0	260.75		campaigns/cpu-bench-shard-2/legacy-vvadd4-dual/simulation.log	cpu-bench-shard-2
legacy-cm_matmul-dual	legacy-mt	FAIL	255	263.828		campaigns/cpu-bench-shard-2/legacy-cm_matmul-dual/simulation.log	cpu-bench-shard-2
mt-vvadd	benchmark-configured	PASS	0	243.042		campaigns/cpu-bench-shard-2/mt-vvadd/simulation.log	cpu-bench-shard-2
legacy-at_matmul-dual	legacy-mt	FAIL	255	237.915		campaigns/cpu-bench-shard-2/legacy-at_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-vvadd0-dual	legacy-mt	PASS	0	197.323		campaigns/cpu-bench-shard-2/legacy-vvadd0-dual/simulation.log	cpu-bench-shard-2
legacy-aq_matmul-dual	legacy-mt	PASS	0	148.793		campaigns/cpu-bench-shard-2/legacy-aq_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-bs_matmul-dual	legacy-mt	PASS	0	66.654		campaigns/cpu-bench-shard-2/legacy-bs_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-an_matmul-dual	legacy-mt	PASS	0	76.02		campaigns/cpu-bench-shard-2/legacy-an_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-ae_matmul-dual	legacy-mt	PASS	0	39.276		campaigns/cpu-bench-shard-2/legacy-ae_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-ap_matmul-dual	legacy-mt	PASS	0	56.516		campaigns/cpu-bench-shard-2/legacy-ap_matmul-dual/simulation.log	cpu-bench-shard-2
chipyard-mt-hello-dual	chipyard-generic	PASS	0	35.73		campaigns/cpu-bench-shard-2/chipyard-mt-hello-dual/simulation.log	cpu-bench-shard-2
vvadd	benchmark-configured	PASS	0	23.273		campaigns/cpu-bench-shard-2/vvadd/simulation.log	cpu-bench-shard-2
legacy-bm_matmul-dual	legacy-mt	PASS	0	32.206		campaigns/cpu-bench-shard-2/legacy-bm_matmul-dual/simulation.log	cpu-bench-shard-2
legacy-dv_matmul-dual	legacy-mt	WALL_TIMEOUT	-9	1805.017		campaigns/cpu-bench-shard-3/legacy-dv_matmul-dual/simulation.log	cpu-bench-shard-3
qsort	benchmark-configured	PASS	0	652.595		campaigns/cpu-bench-shard-3/qsort/simulation.log	cpu-bench-shard-3
legacy-dr_matmul-dual	legacy-mt	FAIL	255	413.382		campaigns/cpu-bench-shard-3/legacy-dr_matmul-dual/simulation.log	cpu-bench-shard-3
legacy-bo_matmul-dual	legacy-mt	FAIL	255	306.643		campaigns/cpu-bench-shard-3/legacy-bo_matmul-dual/simulation.log	cpu-bench-shard-3
spmv	benchmark-configured	PASS	0	241.213		campaigns/cpu-bench-shard-3/spmv/simulation.log	cpu-bench-shard-3
legacy-vvadd1-dual	legacy-mt	PASS	0	191.758		campaigns/cpu-bench-shard-3/legacy-vvadd1-dual/simulation.log	cpu-bench-shard-3
legacy-az_matmul-dual	legacy-mt	FAIL	255	191.362		campaigns/cpu-bench-shard-3/legacy-az_matmul-dual/simulation.log	cpu-bench-shard-3
corrected-legacy-vvadd1-dual	corrected-mt-supplement	PASS	0	136.403		campaigns/cpu-bench-shard-3/corrected-legacy-vvadd1-dual/simulation.log	cpu-bench-shard-3
legacy-vvadd3-dual	legacy-mt	PASS	0	110.454		campaigns/cpu-bench-shard-3/legacy-vvadd3-dual/simulation.log	cpu-bench-shard-3
memcpy	benchmark-extra	PASS	0	76.155		campaigns/cpu-bench-shard-3/memcpy/simulation.log	cpu-bench-shard-3
legacy-bc_matmul-dual	legacy-mt	PASS	0	69.061		campaigns/cpu-bench-shard-3/legacy-bc_matmul-dual/simulation.log	cpu-bench-shard-3
corrected-mt-matmul-dual	corrected-mt-supplement	PASS	0	54.307		campaigns/cpu-bench-shard-3/corrected-mt-matmul-dual/simulation.log	cpu-bench-shard-3
legacy-ar_matmul-dual	legacy-mt	PASS	0	41.451		campaigns/cpu-bench-shard-3/legacy-ar_matmul-dual/simulation.log	cpu-bench-shard-3
mt-matmul-dual	benchmark-dual	PASS	0	34.461		campaigns/cpu-bench-shard-3/mt-matmul-dual/simulation.log	cpu-bench-shard-3
legacy-ds_matmul-dual	legacy-mt	PASS	0	35.865		campaigns/cpu-bench-shard-3/legacy-ds_matmul-dual/simulation.log	cpu-bench-shard-3
legacy-ci_matmul-dual	legacy-mt	PASS	0	30.296		campaigns/cpu-bench-shard-3/legacy-ci_matmul-dual/simulation.log	cpu-bench-shard-3
legacy-ai_matmul-dual	legacy-mt	PASS	0	29.492		campaigns/cpu-bench-shard-3/legacy-ai_matmul-dual/simulation.log	cpu-bench-shard-3
dual-hart-smoke	dual-hart-smoke	PASS	0	14.424		campaigns/cpu-bench-shard-3/dual-hart-smoke/simulation.log	cpu-bench-shard-3
rsort	benchmark-configured	PASS	0	816.707		campaigns/cpu-bench-shard-4/rsort/simulation.log	cpu-bench-shard-4
mm	benchmark-configured	PASS	0	760.159		campaigns/cpu-bench-shard-4/mm/simulation.log	cpu-bench-shard-4
mt-memcpy	benchmark-extra	PASS	0	545.737		campaigns/cpu-bench-shard-4/mt-memcpy/simulation.log	cpu-bench-shard-4
dhrystone	benchmark-configured	PASS	0	494.47		campaigns/cpu-bench-shard-4/dhrystone/simulation.log	cpu-bench-shard-4
mt-memcpy-dual	benchmark-dual	PASS	0	371.226		campaigns/cpu-bench-shard-4/mt-memcpy-dual/simulation.log	cpu-bench-shard-4
mt-vvadd-dual	benchmark-dual	PASS	0	263.396		campaigns/cpu-bench-shard-4/mt-vvadd-dual/simulation.log	cpu-bench-shard-4
legacy-cy_matmul-dual	legacy-mt	FAIL	255	224.221		campaigns/cpu-bench-shard-4/legacy-cy_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-ay_matmul-dual	legacy-mt	FAIL	255	189.715		campaigns/cpu-bench-shard-4/legacy-ay_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-bk_matmul-dual	legacy-mt	FAIL	255	156.177		campaigns/cpu-bench-shard-4/legacy-bk_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-du_matmul-dual	legacy-mt	FAIL	255	116.762		campaigns/cpu-bench-shard-4/legacy-du_matmul-dual/simulation.log	cpu-bench-shard-4
multiply	benchmark-configured	PASS	0	72.631		campaigns/cpu-bench-shard-4/multiply/simulation.log	cpu-bench-shard-4
legacy-dc_matmul-dual	legacy-mt	PASS	0	70.89		campaigns/cpu-bench-shard-4/legacy-dc_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-ce_matmul-dual	legacy-mt	PASS	0	59.131		campaigns/cpu-bench-shard-4/legacy-ce_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-ck_matmul-dual	legacy-mt	PASS	0	46.718		campaigns/cpu-bench-shard-4/legacy-ck_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-ag_matmul-dual	legacy-mt	PASS	0	35.37		campaigns/cpu-bench-shard-4/legacy-ag_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-cg_matmul-dual	legacy-mt	PASS	0	35.212		campaigns/cpu-bench-shard-4/legacy-cg_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-bh_matmul-dual	legacy-mt	PASS	0	29.189		campaigns/cpu-bench-shard-4/legacy-bh_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-af_matmul-dual	legacy-mt	FAIL	255	27.331		campaigns/cpu-bench-shard-4/legacy-af_matmul-dual/simulation.log	cpu-bench-shard-4
legacy-bb_matmul-dual	legacy-mt	PASS	0	26.981		campaigns/cpu-bench-shard-4/legacy-bb_matmul-dual/simulation.log	cpu-bench-shard-4
