317.4877,313.96182,308.46918,308.1067,308.1067,308.1067,308.1067,308.1067,308.1067,308.10672,308.10675,308.1068,308.1069,308.107,308.1071,308.10718,308.10724,308.10727,308.10724,308.10715,308.10706,308.10693,308.10684,308.10678,308.10672,308.1067,308.1067,308.1067,308.1067,327.0897,330.5598,330.54477
314.67105,312.33673,305.19824,303.68484,303.68484,303.68484,303.68488,303.6849,303.685,303.68512,303.68536,303.68576,303.68628,303.68692,303.68765,303.6883,303.68878,303.689,303.68884,303.6884,303.68768,303.6869,303.6862,303.68564,303.68524,303.68503,303.6849,303.68488,303.68484,323.08884,327.6774,326.21216
310.27216,306.95895,299.84814,299.72702,299.72705,299.72705,299.7271,299.72723,299.72748,299.72797,299.72873,299.7299,299.73148,299.7334,299.73547,299.73746,299.73892,299.7396,299.73926,299.7379,299.73584,299.73352,299.73132,299.72958,299.7284,299.7277,299.7273,299.72714,299.72708,320.2565,333.71652,330.74432
309.53253,309.0308,304.10968,306.7369,306.73694,306.73703,306.73724,306.73773,306.73874,306.74057,306.74362,306.7481,306.75412,306.7614,306.76938,306.77695,306.78278,306.7856,306.78458,306.77966,306.77185,306.7628,306.75418,306.74728,306.7425,306.73956,306.73804,306.73734,306.73703,311.11526,315.99075,317.38574
309.53253,309.0308,304.1097,306.73694,306.73703,306.7373,306.738,306.7396,306.74283,306.7486,306.75797,306.77167,306.7899,306.81204,306.83615,306.85892,306.87674,306.8857,306.88318,306.86902,306.8459,306.81836,306.7918,306.7701,306.75488,306.74557,306.74063,306.7383,306.73737,311.11536,315.99078,317.38574
309.53253,309.03082,304.1097,306.73703,306.7373,306.7381,306.7401,306.74466,306.75366,306.77017,306.7981,306.83978,306.89505,306.96024,307.02805,307.0898,307.13663,307.1584,307.14798,307.10587,307.03995,306.9632,306.88983,306.83023,306.78787,306.76172,306.74765,306.74103,306.7383,311.1156,315.99088,317.38577
309.53253,309.03082,304.10977,306.7372,306.73795,306.74,306.74515,306.75656,306.78088,306.82684,306.90146,307.00372,307.14136,307.30032,307.4772,307.63553,307.75546,307.81387,307.79315,307.6924,307.5216,307.31662,307.1228,306.96884,306.86386,306.7993,306.76413,306.74744,306.7405,311.11624,315.9911,317.3858
309.53256,309.03085,304.10986,306.7376,306.7393,306.74402,306.7557,306.78384,306.84406,306.9485,307.11255,307.34125,307.6536,308.02023,308.4046,308.75296,309.01318,309.139,309.0957,308.8728,308.50827,308.06152,307.6233,307.2665,307.02078,306.87506,306.79782,306.7607,306.74515,311.11752,315.99152,317.38593
309.53256,309.0309,304.11008,306.7384,306.74185,306.75153,306.7772,306.83932,306.95847,307.1492,307.46994,307.9078,308.4494,309.07645,309.72003,310.34964,310.84964,311.15216,311.16403,310.82828,310.17606,309.35187,308.51633,307.81155,307.31287,307.01224,306.857,306.78436,306.75348,311.1199,315.9923,317.3861
309.5326,309.031,304.11044,306.7397,306.7461,306.76434,306.81464,306.92694,307.1154,307.46283,308.10928,309.02823,310.03613,311.01578,311.78845,312.42477,312.97305,313.4456,313.67047,313.36212,312.47714,311.1853,309.82254,308.6352,307.76517,307.2299,306.94766,306.8206,306.76648,311.12366,315.99356,317.38644
309.5326,309.03116,304.11096,306.74158,306.7522,306.78384,306.86765,307.02972,307.33252,307.99008,309.26553,310.94598,312.52408,313.61975,313.97327,314.1048,314.2976,314.8499,315.4723,315.62766,314.8688,313.2941,311.40308,309.66574,308.34174,307.5171,307.0713,306.86765,306.7838,311.12875,315.9953,317.3869
309.53265,309.03137,304.11163,306.74393,306.7597,306.80786,306.9266,307.14633,307.59576,308.80017,310.95822,313.67236,315.76694,316.33795,315.49576,314.2974,313.55536,313.83078,314.8273,315.83804,316.0782,314.98938,313.00137,310.77005,308.9484,307.8171,307.20892,306.91956,306.80334,311.1347,315.99738,317.38745
309.53268,309.0316,304.11234,306.74637,306.7675,306.83102,306.97452,307.2653,307.96802,310.12003,313.4915,317.03925,318.91385,318.201,316.13348,313.70193,311.7896,311.05954,311.67786,313.1356,314.96423,315.35037,314.09894,311.6765,309.44263,308.0465,307.3276,306.96774,306.8217,311.14053,315.99945,317.38803
309.5327,309.0318,304.11295,306.74835,306.7736,306.846,306.99548,307.38467,308.42783,311.76892,316.2903,319.97574,320.70187,318.04916,314.75192,311.4235,309.01846,307.66895,307.61014,308.9909,311.95456,314.32318,314.5163,312.2851,309.76407,308.1569,307.39993,307.00302,306.8358,311.14536,316.0012,317.38852
309.53275,309.03192,304.11325,306.74927,306.77612,306.84705,306.98395,307.48212,308.88696,313.3941,318.68823,321.62082,320.77133,316.04825,311.61432,307.75076,305.552,304.29034,304.0109,305.14404,308.74747,312.65356,314.35254,312.5697,309.9049,308.15833,307.42093,307.0211,306.8447,311.14868,316.00235,317.38885
309.53275,309.03195,304.1132,306.7487,306.7739,306.8348,306.94763,307.53885,309.1771,314.3379,319.86185,322.16162,320.34583,314.1239,308.5346,304.15988,302.42828,302.0393,302.45547,304.08026,307.80896,312.32037,314.61035,312.8848,310.01083,308.1231,307.41675,307.02805,306.8496,311.15063,316.00293,317.389
309.5327,309.03186,304.1127,306.74673,306.76718,306.813,306.89526,307.52252,309.22177,314.35376,319.96835,322.0922,320.10568,312.971,306.52145,301.91998,300.74164,301.55087,303.1257,305.82306,309.7412,313.81815,315.5831,313.32684,310.16968,308.13925,307.4247,307.0331,306.8523,311.15158,316.00302,317.389
309.53268,309.03168,304.11197,306.74393,306.75778,306.78683,306.83807,307.40552,308.88995,313.23315,318.38892,320.73987,319.40393,312.9594,306.50012,302.0977,301.17978,302.8604,305.51434,309.23132,313.29697,316.3707,316.62946,313.56833,310.21368,308.18573,307.4473,307.03964,306.853,311.1515,316.0027,317.3889
309.53265,309.03146,304.11118,306.74103,306.74835,306.7621,306.78033,307.18735,308.28586,311.25793,315.3576,317.88058,317.7469,313.2538,308.1952,304.84497,304.37912,306.478,309.56793,313.3316,316.7067,318.16977,316.81467,313.27606,310.07135,308.2079,307.45685,307.03986,306.8499,311.14996,316.00186,317.3886
309.53262,309.03125,304.1105,306.7387,306.741,306.7426,306.73474,306.94882,307.6103,309.2144,311.75552,313.86258,314.49826,312.4034,309.49744,308.1028,308.34863,310.6408,313.37952,316.2792,318.2731,318.16888,315.73495,312.35526,309.6697,308.1296,307.42764,307.02313,306.84064,311.14655,316.00052,317.3882
309.5326,309.03107,304.11005,306.73727,306.73672,306.73154,306.70987,306.75586,307.09805,307.73508,308.99777,310.4244,311.56018,311.491,310.84055,311.516,312.82895,315.00757,316.90317,318.06375,318.2344,316.7304,314.00864,311.22083,309.17648,307.9734,307.34622,306.98517,306.8247,311.1413,315.99872,317.38773
