test	suite	result	exit_status	wall_seconds	cycles	log	campaign
rv64ui-p-slli	isa	PASS	0	1.628		campaigns/cpu-isa/rv64ui-p-slli/simulation.log	cpu-isa
rv64ui-p-slliw	isa	PASS	0	1.574		campaigns/cpu-isa/rv64ui-p-slliw/simulation.log	cpu-isa
rv64ui-p-sllw	isa	PASS	0	2.181		campaigns/cpu-isa/rv64ui-p-sllw/simulation.log	cpu-isa
rv64ui-p-slt	isa	PASS	0	1.98		campaigns/cpu-isa/rv64ui-p-slt/simulation.log	cpu-isa
rv64ui-p-slti	isa	PASS	0	1.474		campaigns/cpu-isa/rv64ui-p-slti/simulation.log	cpu-isa
rv64ui-p-sltiu	isa	PASS	0	1.425		campaigns/cpu-isa/rv64ui-p-sltiu/simulation.log	cpu-isa
rv64ui-p-sltu	isa	PASS	0	1.926		campaigns/cpu-isa/rv64ui-p-sltu/simulation.log	cpu-isa
rv64ui-p-sra	isa	PASS	0	1.927		campaigns/cpu-isa/rv64ui-p-sra/simulation.log	cpu-isa
rv64ui-p-srai	isa	PASS	0	1.575		campaigns/cpu-isa/rv64ui-p-srai/simulation.log	cpu-isa
rv64ui-p-sraiw	isa	PASS	0	1.726		campaigns/cpu-isa/rv64ui-p-sraiw/simulation.log	cpu-isa
rv64ui-p-sraw	isa	PASS	0	3.251		campaigns/cpu-isa/rv64ui-p-sraw/simulation.log	cpu-isa
rv64ui-p-srl	isa	PASS	0	3.411		campaigns/cpu-isa/rv64ui-p-srl/simulation.log	cpu-isa
rv64ui-p-srli	isa	PASS	0	3.203		campaigns/cpu-isa/rv64ui-p-srli/simulation.log	cpu-isa
rv64ui-p-srliw	isa	PASS	0	4.064		campaigns/cpu-isa/rv64ui-p-srliw/simulation.log	cpu-isa
rv64ui-p-srlw	isa	PASS	0	4.162		campaigns/cpu-isa/rv64ui-p-srlw/simulation.log	cpu-isa
rv64ui-p-sub	isa	PASS	0	4.268		campaigns/cpu-isa/rv64ui-p-sub/simulation.log	cpu-isa
rv64ui-p-subw	isa	PASS	0	3.751		campaigns/cpu-isa/rv64ui-p-subw/simulation.log	cpu-isa
rv64ui-p-sw	isa	PASS	0	5.064		campaigns/cpu-isa/rv64ui-p-sw/simulation.log	cpu-isa
rv64ui-p-xor	isa	PASS	0	4.313		campaigns/cpu-isa/rv64ui-p-xor/simulation.log	cpu-isa
rv64ui-p-xori	isa	PASS	0	3.676		campaigns/cpu-isa/rv64ui-p-xori/simulation.log	cpu-isa
rv64ui-v-add	isa	PASS	0	15.477		campaigns/cpu-isa/rv64ui-v-add/simulation.log	cpu-isa
rv64ui-v-addi	isa	PASS	0	22.609		campaigns/cpu-isa/rv64ui-v-addi/simulation.log	cpu-isa
rv64ui-v-addiw	isa	PASS	0	19.355		campaigns/cpu-isa/rv64ui-v-addiw/simulation.log	cpu-isa
rv64ui-v-addw	isa	PASS	0	18.059		campaigns/cpu-isa/rv64ui-v-addw/simulation.log	cpu-isa
rv64ui-v-and	isa	PASS	0	21.026		campaigns/cpu-isa/rv64ui-v-and/simulation.log	cpu-isa
rv64ui-v-andi	isa	PASS	0	9.917		campaigns/cpu-isa/rv64ui-v-andi/simulation.log	cpu-isa
rv64ui-v-auipc	isa	PASS	0	9.52		campaigns/cpu-isa/rv64ui-v-auipc/simulation.log	cpu-isa
rv64ui-v-beq	isa	PASS	0	10.272		campaigns/cpu-isa/rv64ui-v-beq/simulation.log	cpu-isa
rv64ui-v-bge	isa	PASS	0	10.125		campaigns/cpu-isa/rv64ui-v-bge/simulation.log	cpu-isa
rv64ui-v-bgeu	isa	PASS	0	10.583		campaigns/cpu-isa/rv64ui-v-bgeu/simulation.log	cpu-isa
rv64ui-v-blt	isa	PASS	0	10.528		campaigns/cpu-isa/rv64ui-v-blt/simulation.log	cpu-isa
rv64ui-v-bltu	isa	PASS	0	10.122		campaigns/cpu-isa/rv64ui-v-bltu/simulation.log	cpu-isa
rv64ui-v-bne	isa	PASS	0	10.271		campaigns/cpu-isa/rv64ui-v-bne/simulation.log	cpu-isa
rv64ui-v-fence_i	isa	PASS	0	16.1		campaigns/cpu-isa/rv64ui-v-fence_i/simulation.log	cpu-isa
rv64ui-v-jal	isa	PASS	0	9.668		campaigns/cpu-isa/rv64ui-v-jal/simulation.log	cpu-isa
rv64ui-v-jalr	isa	PASS	0	9.769		campaigns/cpu-isa/rv64ui-v-jalr/simulation.log	cpu-isa
rv64ui-v-lb	isa	PASS	0	17.465		campaigns/cpu-isa/rv64ui-v-lb/simulation.log	cpu-isa
rv64ui-v-lbu	isa	PASS	0	17.108		campaigns/cpu-isa/rv64ui-v-lbu/simulation.log	cpu-isa
rv64ui-v-ld	isa	PASS	0	16.903		campaigns/cpu-isa/rv64ui-v-ld/simulation.log	cpu-isa
rv64ui-v-lh	isa	PASS	0	17.56		campaigns/cpu-isa/rv64ui-v-lh/simulation.log	cpu-isa
rv64ui-v-lhu	isa	PASS	0	16.955		campaigns/cpu-isa/rv64ui-v-lhu/simulation.log	cpu-isa
rv64ui-v-lui	isa	PASS	0	10.275		campaigns/cpu-isa/rv64ui-v-lui/simulation.log	cpu-isa
rv64ui-v-lw	isa	PASS	0	16.954		campaigns/cpu-isa/rv64ui-v-lw/simulation.log	cpu-isa
rv64ui-v-lwu	isa	PASS	0	17.158		campaigns/cpu-isa/rv64ui-v-lwu/simulation.log	cpu-isa
rv64ui-v-ma_data	isa	WALL_TIMEOUT	0	300.117		campaigns/cpu-isa/rv64ui-v-ma_data/simulation.log	cpu-isa
rv64ui-v-or	isa	PASS	0	17.819		campaigns/cpu-isa/rv64ui-v-or/simulation.log	cpu-isa
rv64ui-v-ori	isa	PASS	0	9.971		campaigns/cpu-isa/rv64ui-v-ori/simulation.log	cpu-isa
rv64ui-v-sb	isa	PASS	0	17.008		campaigns/cpu-isa/rv64ui-v-sb/simulation.log	cpu-isa
rv64ui-v-sd	isa	PASS	0	26.049		campaigns/cpu-isa/rv64ui-v-sd/simulation.log	cpu-isa
rv64ui-v-sh	isa	PASS	0	17.16		campaigns/cpu-isa/rv64ui-v-sh/simulation.log	cpu-isa
rv64ui-v-simple	isa	PASS	0	10.08		campaigns/cpu-isa/rv64ui-v-simple/simulation.log	cpu-isa
rv64ui-v-sll	isa	PASS	0	17.159		campaigns/cpu-isa/rv64ui-v-sll/simulation.log	cpu-isa
rv64ui-v-slli	isa	PASS	0	10.173		campaigns/cpu-isa/rv64ui-v-slli/simulation.log	cpu-isa
rv64ui-v-slliw	isa	PASS	0	10.425		campaigns/cpu-isa/rv64ui-v-slliw/simulation.log	cpu-isa
rv64ui-v-sllw	isa	PASS	0	18.165		campaigns/cpu-isa/rv64ui-v-sllw/simulation.log	cpu-isa
rv64ui-v-slt	isa	PASS	0	10.317		campaigns/cpu-isa/rv64ui-v-slt/simulation.log	cpu-isa
rv64ui-v-slti	isa	PASS	0	9.771		campaigns/cpu-isa/rv64ui-v-slti/simulation.log	cpu-isa
rv64ui-v-sltiu	isa	PASS	0	10.676		campaigns/cpu-isa/rv64ui-v-sltiu/simulation.log	cpu-isa
rv64ui-v-sltu	isa	PASS	0	10.574		campaigns/cpu-isa/rv64ui-v-sltu/simulation.log	cpu-isa
rv64ui-v-sra	isa	PASS	0	17.307		campaigns/cpu-isa/rv64ui-v-sra/simulation.log	cpu-isa
rv64ui-v-srai	isa	PASS	0	9.919		campaigns/cpu-isa/rv64ui-v-srai/simulation.log	cpu-isa
rv64ui-v-sraiw	isa	PASS	0	10.074		campaigns/cpu-isa/rv64ui-v-sraiw/simulation.log	cpu-isa
rv64ui-v-sraw	isa	PASS	0	17.81		campaigns/cpu-isa/rv64ui-v-sraw/simulation.log	cpu-isa
rv64ui-v-srl	isa	PASS	0	18.014		campaigns/cpu-isa/rv64ui-v-srl/simulation.log	cpu-isa
rv64ui-v-srli	isa	PASS	0	10.325		campaigns/cpu-isa/rv64ui-v-srli/simulation.log	cpu-isa
rv64ui-v-srliw	isa	PASS	0	10.22		campaigns/cpu-isa/rv64ui-v-srliw/simulation.log	cpu-isa
rv64ui-v-srlw	isa	PASS	0	18.366		campaigns/cpu-isa/rv64ui-v-srlw/simulation.log	cpu-isa
rv64ui-v-sub	isa	PASS	0	10.673		campaigns/cpu-isa/rv64ui-v-sub/simulation.log	cpu-isa
rv64ui-v-subw	isa	PASS	0	10.828		campaigns/cpu-isa/rv64ui-v-subw/simulation.log	cpu-isa
rv64ui-v-sw	isa	PASS	0	18.323		campaigns/cpu-isa/rv64ui-v-sw/simulation.log	cpu-isa
rv64ui-v-xor	isa	PASS	0	18.823		campaigns/cpu-isa/rv64ui-v-xor/simulation.log	cpu-isa
rv64ui-v-xori	isa	PASS	0	10.423		campaigns/cpu-isa/rv64ui-v-xori/simulation.log	cpu-isa
rv64um-p-div	isa	PASS	0	1.426		campaigns/cpu-isa/rv64um-p-div/simulation.log	cpu-isa
rv64um-p-divu	isa	PASS	0	1.425		campaigns/cpu-isa/rv64um-p-divu/simulation.log	cpu-isa
rv64um-p-divuw	isa	PASS	0	1.323		campaigns/cpu-isa/rv64um-p-divuw/simulation.log	cpu-isa
rv64um-p-divw	isa	PASS	0	1.425		campaigns/cpu-isa/rv64um-p-divw/simulation.log	cpu-isa
rv64um-p-mul	isa	PASS	0	1.98		campaigns/cpu-isa/rv64um-p-mul/simulation.log	cpu-isa
rv64um-p-mulh	isa	PASS	0	1.93		campaigns/cpu-isa/rv64um-p-mulh/simulation.log	cpu-isa
rv64um-p-mulhsu	isa	PASS	0	1.929		campaigns/cpu-isa/rv64um-p-mulhsu/simulation.log	cpu-isa
rv64um-p-mulhu	isa	PASS	0	2.03		campaigns/cpu-isa/rv64um-p-mulhu/simulation.log	cpu-isa
rv64um-p-mulw	isa	PASS	0	1.983		campaigns/cpu-isa/rv64um-p-mulw/simulation.log	cpu-isa
rv64um-p-rem	isa	PASS	0	1.581		campaigns/cpu-isa/rv64um-p-rem/simulation.log	cpu-isa
rv64um-p-remu	isa	PASS	0	1.474		campaigns/cpu-isa/rv64um-p-remu/simulation.log	cpu-isa
rv64um-p-remuw	isa	PASS	0	1.471		campaigns/cpu-isa/rv64um-p-remuw/simulation.log	cpu-isa
rv64um-p-remw	isa	PASS	0	1.475		campaigns/cpu-isa/rv64um-p-remw/simulation.log	cpu-isa
rv64um-v-div	isa	PASS	0	9.669		campaigns/cpu-isa/rv64um-v-div/simulation.log	cpu-isa
rv64um-v-divu	isa	PASS	0	10.022		campaigns/cpu-isa/rv64um-v-divu/simulation.log	cpu-isa
rv64um-v-divuw	isa	PASS	0	9.72		campaigns/cpu-isa/rv64um-v-divuw/simulation.log	cpu-isa
rv64um-v-divw	isa	PASS	0	10.121		campaigns/cpu-isa/rv64um-v-divw/simulation.log	cpu-isa
rv64um-v-mul	isa	PASS	0	10.121		campaigns/cpu-isa/rv64um-v-mul/simulation.log	cpu-isa
rv64um-v-mulh	isa	PASS	0	10.421		campaigns/cpu-isa/rv64um-v-mulh/simulation.log	cpu-isa
rv64um-v-mulhsu	isa	PASS	0	10.828		campaigns/cpu-isa/rv64um-v-mulhsu/simulation.log	cpu-isa
rv64um-v-mulhu	isa	PASS	0	10.679		campaigns/cpu-isa/rv64um-v-mulhu/simulation.log	cpu-isa
rv64um-v-mulw	isa	PASS	0	10.472		campaigns/cpu-isa/rv64um-v-mulw/simulation.log	cpu-isa
rv64um-v-rem	isa	PASS	0	9.87		campaigns/cpu-isa/rv64um-v-rem/simulation.log	cpu-isa
rv64um-v-remu	isa	PASS	0	9.87		campaigns/cpu-isa/rv64um-v-remu/simulation.log	cpu-isa
rv64um-v-remuw	isa	PASS	0	10.02		campaigns/cpu-isa/rv64um-v-remuw/simulation.log	cpu-isa
rv64um-v-remw	isa	PASS	0	10.226		campaigns/cpu-isa/rv64um-v-remw/simulation.log	cpu-isa
rv64uzba-p-add_uw	isa	PASS	0	1.976		campaigns/cpu-isa/rv64uzba-p-add_uw/simulation.log	cpu-isa
rv64uzba-p-sh1add	isa	PASS	0	2.332		campaigns/cpu-isa/rv64uzba-p-sh1add/simulation.log	cpu-isa
rv64uzba-p-sh1add_uw	isa	PASS	0	1.976		campaigns/cpu-isa/rv64uzba-p-sh1add_uw/simulation.log	cpu-isa
rv64uzba-p-sh2add	isa	PASS	0	1.977		campaigns/cpu-isa/rv64uzba-p-sh2add/simulation.log	cpu-isa
rv64uzba-p-sh2add_uw	isa	PASS	0	1.992		campaigns/cpu-isa/rv64uzba-p-sh2add_uw/simulation.log	cpu-isa
rv64uzba-p-sh3add	isa	PASS	0	2.136		campaigns/cpu-isa/rv64uzba-p-sh3add/simulation.log	cpu-isa
rv64uzba-p-sh3add_uw	isa	PASS	0	1.977		campaigns/cpu-isa/rv64uzba-p-sh3add_uw/simulation.log	cpu-isa
rv64uzba-p-slli_uw	isa	PASS	0	1.524		campaigns/cpu-isa/rv64uzba-p-slli_uw/simulation.log	cpu-isa
rv64uzba-v-add_uw	isa	PASS	0	10.321		campaigns/cpu-isa/rv64uzba-v-add_uw/simulation.log	cpu-isa
rv64uzba-v-sh1add	isa	PASS	0	10.372		campaigns/cpu-isa/rv64uzba-v-sh1add/simulation.log	cpu-isa
rv64uzba-v-sh1add_uw	isa	PASS	0	10.223		campaigns/cpu-isa/rv64uzba-v-sh1add_uw/simulation.log	cpu-isa
rv64uzba-v-sh2add	isa	PASS	0	10.623		campaigns/cpu-isa/rv64uzba-v-sh2add/simulation.log	cpu-isa
rv64uzba-v-sh2add_uw	isa	PASS	0	12.044		campaigns/cpu-isa/rv64uzba-v-sh2add_uw/simulation.log	cpu-isa
rv64uzba-v-sh3add	isa	PASS	0	13.053		campaigns/cpu-isa/rv64uzba-v-sh3add/simulation.log	cpu-isa
rv64uzba-v-sh3add_uw	isa	PASS	0	12.398		campaigns/cpu-isa/rv64uzba-v-sh3add_uw/simulation.log	cpu-isa
rv64uzba-v-slli_uw	isa	PASS	0	12.451		campaigns/cpu-isa/rv64uzba-v-slli_uw/simulation.log	cpu-isa
rv64uzbb-p-andn	isa	PASS	0	3.138		campaigns/cpu-isa/rv64uzbb-p-andn/simulation.log	cpu-isa
rv64uzbb-p-clz	isa	PASS	0	2.953		campaigns/cpu-isa/rv64uzbb-p-clz/simulation.log	cpu-isa
rv64uzbb-p-clzw	isa	PASS	0	4.168		campaigns/cpu-isa/rv64uzbb-p-clzw/simulation.log	cpu-isa
rv64uzbb-p-cpop	isa	PASS	0	3.765		campaigns/cpu-isa/rv64uzbb-p-cpop/simulation.log	cpu-isa
rv64uzbb-p-cpopw	isa	PASS	0	2.903		campaigns/cpu-isa/rv64uzbb-p-cpopw/simulation.log	cpu-isa
rv64uzbb-p-ctz	isa	PASS	0	3.156		campaigns/cpu-isa/rv64uzbb-p-ctz/simulation.log	cpu-isa
rv64uzbb-p-ctzw	isa	PASS	0	3.852		campaigns/cpu-isa/rv64uzbb-p-ctzw/simulation.log	cpu-isa
rv64uzbb-p-max	isa	PASS	0	4.618		campaigns/cpu-isa/rv64uzbb-p-max/simulation.log	cpu-isa
rv64uzbb-p-maxu	isa	PASS	0	3.863		campaigns/cpu-isa/rv64uzbb-p-maxu/simulation.log	cpu-isa
rv64uzbb-p-min	isa	PASS	0	5.275		campaigns/cpu-isa/rv64uzbb-p-min/simulation.log	cpu-isa
rv64uzbb-p-minu	isa	PASS	0	4.117		campaigns/cpu-isa/rv64uzbb-p-minu/simulation.log	cpu-isa
rv64uzbb-p-orc_b	isa	PASS	0	4.241		campaigns/cpu-isa/rv64uzbb-p-orc_b/simulation.log	cpu-isa
rv64uzbb-p-orn	isa	PASS	0	5.189		campaigns/cpu-isa/rv64uzbb-p-orn/simulation.log	cpu-isa
rv64uzbb-p-rev8	isa	PASS	0	3.412		campaigns/cpu-isa/rv64uzbb-p-rev8/simulation.log	cpu-isa
rv64uzbb-p-rol	isa	PASS	0	5.733		campaigns/cpu-isa/rv64uzbb-p-rol/simulation.log	cpu-isa
rv64uzbb-p-rolw	isa	PASS	0	4.845		campaigns/cpu-isa/rv64uzbb-p-rolw/simulation.log	cpu-isa
rv64uzbb-p-ror	isa	PASS	0	5.437		campaigns/cpu-isa/rv64uzbb-p-ror/simulation.log	cpu-isa
rv64uzbb-p-rori	isa	PASS	0	3.425		campaigns/cpu-isa/rv64uzbb-p-rori/simulation.log	cpu-isa
rv64uzbb-p-roriw	isa	PASS	0	3.963		campaigns/cpu-isa/rv64uzbb-p-roriw/simulation.log	cpu-isa
rv64uzbb-p-rorw	isa	PASS	0	4.83		campaigns/cpu-isa/rv64uzbb-p-rorw/simulation.log	cpu-isa
rv64uzbb-p-sext_b	isa	PASS	0	3.774		campaigns/cpu-isa/rv64uzbb-p-sext_b/simulation.log	cpu-isa
rv64uzbb-p-sext_h	isa	PASS	0	4.431		campaigns/cpu-isa/rv64uzbb-p-sext_h/simulation.log	cpu-isa
rv64uzbb-p-xnor	isa	PASS	0	4.834		campaigns/cpu-isa/rv64uzbb-p-xnor/simulation.log	cpu-isa
rv64uzbb-p-zext_h	isa	PASS	0	3.412		campaigns/cpu-isa/rv64uzbb-p-zext_h/simulation.log	cpu-isa
rv64uzbb-v-andn	isa	PASS	0	31.224		campaigns/cpu-isa/rv64uzbb-v-andn/simulation.log	cpu-isa
rv64uzbb-v-clz	isa	PASS	0	20.863		campaigns/cpu-isa/rv64uzbb-v-clz/simulation.log	cpu-isa
rv64uzbb-v-clzw	isa	PASS	0	13.405		campaigns/cpu-isa/rv64uzbb-v-clzw/simulation.log	cpu-isa
rv64uzbb-v-cpop	isa	PASS	0	12.248		campaigns/cpu-isa/rv64uzbb-v-cpop/simulation.log	cpu-isa
rv64uzbb-v-cpopw	isa	PASS	0	12.701		campaigns/cpu-isa/rv64uzbb-v-cpopw/simulation.log	cpu-isa
rv64uzbb-v-ctz	isa	PASS	0	12.798		campaigns/cpu-isa/rv64uzbb-v-ctz/simulation.log	cpu-isa
rv64uzbb-v-ctzw	isa	PASS	0	11.997		campaigns/cpu-isa/rv64uzbb-v-ctzw/simulation.log	cpu-isa
rv64uzbb-v-max	isa	PASS	0	10.42		campaigns/cpu-isa/rv64uzbb-v-max/simulation.log	cpu-isa
rv64uzbb-v-maxu	isa	PASS	0	18.52		campaigns/cpu-isa/rv64uzbb-v-maxu/simulation.log	cpu-isa
rv64uzbb-v-min	isa	PASS	0	10.323		campaigns/cpu-isa/rv64uzbb-v-min/simulation.log	cpu-isa
rv64uzbb-v-minu	isa	PASS	0	10.824		campaigns/cpu-isa/rv64uzbb-v-minu/simulation.log	cpu-isa
rv64uzbb-v-orc_b	isa	PASS	0	10.829		campaigns/cpu-isa/rv64uzbb-v-orc_b/simulation.log	cpu-isa
rv64uzbb-v-orn	isa	PASS	0	17.768		campaigns/cpu-isa/rv64uzbb-v-orn/simulation.log	cpu-isa
rv64uzbb-v-rev8	isa	PASS	0	10.272		campaigns/cpu-isa/rv64uzbb-v-rev8/simulation.log	cpu-isa
rv64uzbb-v-rol	isa	PASS	0	18.416		campaigns/cpu-isa/rv64uzbb-v-rol/simulation.log	cpu-isa
rv64uzbb-v-rolw	isa	PASS	0	18.318		campaigns/cpu-isa/rv64uzbb-v-rolw/simulation.log	cpu-isa
rv64uzbb-v-ror	isa	PASS	0	18.671		campaigns/cpu-isa/rv64uzbb-v-ror/simulation.log	cpu-isa
rv64uzbb-v-rori	isa	PASS	0	10.932		campaigns/cpu-isa/rv64uzbb-v-rori/simulation.log	cpu-isa
rv64uzbb-v-roriw	isa	PASS	0	10.885		campaigns/cpu-isa/rv64uzbb-v-roriw/simulation.log	cpu-isa
rv64uzbb-v-rorw	isa	PASS	0	18.63		campaigns/cpu-isa/rv64uzbb-v-rorw/simulation.log	cpu-isa
rv64uzbb-v-sext_b	isa	PASS	0	11.484		campaigns/cpu-isa/rv64uzbb-v-sext_b/simulation.log	cpu-isa
rv64uzbb-v-sext_h	isa	PASS	0	12.093		campaigns/cpu-isa/rv64uzbb-v-sext_h/simulation.log	cpu-isa
rv64uzbb-v-xnor	isa	PASS	0	22.831		campaigns/cpu-isa/rv64uzbb-v-xnor/simulation.log	cpu-isa
rv64uzbb-v-zext_h	isa	PASS	0	14.593		campaigns/cpu-isa/rv64uzbb-v-zext_h/simulation.log	cpu-isa
rv64uzbc-p-clmul	isa	FAIL	255	1.276		campaigns/cpu-isa/rv64uzbc-p-clmul/simulation.log	cpu-isa
rv64uzbc-p-clmulh	isa	FAIL	255	1.224		campaigns/cpu-isa/rv64uzbc-p-clmulh/simulation.log	cpu-isa
rv64uzbc-p-clmulr	isa	FAIL	255	1.275		campaigns/cpu-isa/rv64uzbc-p-clmulr/simulation.log	cpu-isa
rv64uzbc-v-clmul	isa	WALL_TIMEOUT	0	300.117		campaigns/cpu-isa/rv64uzbc-v-clmul/simulation.log	cpu-isa
rv64uzbc-v-clmulh	isa	WALL_TIMEOUT	0	300.067		campaigns/cpu-isa/rv64uzbc-v-clmulh/simulation.log	cpu-isa
rv64uzbc-v-clmulr	isa	WALL_TIMEOUT	0	300.07		campaigns/cpu-isa/rv64uzbc-v-clmulr/simulation.log	cpu-isa
rv64uzbs-p-bclr	isa	PASS	0	2.431		campaigns/cpu-isa/rv64uzbs-p-bclr/simulation.log	cpu-isa
rv64uzbs-p-bclri	isa	PASS	0	1.831		campaigns/cpu-isa/rv64uzbs-p-bclri/simulation.log	cpu-isa
rv64uzbs-p-bext	isa	PASS	0	2.285		campaigns/cpu-isa/rv64uzbs-p-bext/simulation.log	cpu-isa
rv64uzbs-p-bexti	isa	PASS	0	1.933		campaigns/cpu-isa/rv64uzbs-p-bexti/simulation.log	cpu-isa
rv64uzbs-p-binv	isa	PASS	0	2.129		campaigns/cpu-isa/rv64uzbs-p-binv/simulation.log	cpu-isa
rv64uzbs-p-binvi	isa	PASS	0	1.674		campaigns/cpu-isa/rv64uzbs-p-binvi/simulation.log	cpu-isa
rv64uzbs-p-bset	isa	PASS	0	2.33		campaigns/cpu-isa/rv64uzbs-p-bset/simulation.log	cpu-isa
rv64uzbs-p-bseti	isa	PASS	0	2.439		campaigns/cpu-isa/rv64uzbs-p-bseti/simulation.log	cpu-isa
rv64uzbs-v-bclr	isa	PASS	0	19.137		campaigns/cpu-isa/rv64uzbs-v-bclr/simulation.log	cpu-isa
rv64uzbs-v-bclri	isa	PASS	0	11.237		campaigns/cpu-isa/rv64uzbs-v-bclri/simulation.log	cpu-isa
rv64uzbs-v-bext	isa	PASS	0	19.494		campaigns/cpu-isa/rv64uzbs-v-bext/simulation.log	cpu-isa
rv64uzbs-v-bexti	isa	PASS	0	10.983		campaigns/cpu-isa/rv64uzbs-v-bexti/simulation.log	cpu-isa
rv64uzbs-v-binv	isa	PASS	0	19.238		campaigns/cpu-isa/rv64uzbs-v-binv/simulation.log	cpu-isa
rv64uzbs-v-binvi	isa	PASS	0	11.033		campaigns/cpu-isa/rv64uzbs-v-binvi/simulation.log	cpu-isa
rv64uzbs-v-bset	isa	PASS	0	18.366		campaigns/cpu-isa/rv64uzbs-v-bset/simulation.log	cpu-isa
rv64uzbs-v-bseti	isa	PASS	0	12.087		campaigns/cpu-isa/rv64uzbs-v-bseti/simulation.log	cpu-isa
rv64uzfh-p-fadd	isa	PASS	0	2.027		campaigns/cpu-isa/rv64uzfh-p-fadd/simulation.log	cpu-isa
rv64uzfh-p-fclass	isa	PASS	0	1.929		campaigns/cpu-isa/rv64uzfh-p-fclass/simulation.log	cpu-isa
rv64uzfh-p-fcmp	isa	PASS	0	1.633		campaigns/cpu-isa/rv64uzfh-p-fcmp/simulation.log	cpu-isa
rv64uzfh-p-fcvt	isa	PASS	0	1.886		campaigns/cpu-isa/rv64uzfh-p-fcvt/simulation.log	cpu-isa
rv64uzfh-p-fcvt_w	isa	PASS	0	2.983		campaigns/cpu-isa/rv64uzfh-p-fcvt_w/simulation.log	cpu-isa
rv64uzfh-p-fdiv	isa	PASS	0	1.628		campaigns/cpu-isa/rv64uzfh-p-fdiv/simulation.log	cpu-isa
rv64uzfh-p-fmadd	isa	PASS	0	1.576		campaigns/cpu-isa/rv64uzfh-p-fmadd/simulation.log	cpu-isa
rv64uzfh-p-fmin	isa	PASS	0	1.877		campaigns/cpu-isa/rv64uzfh-p-fmin/simulation.log	cpu-isa
rv64uzfh-p-ldst	isa	PASS	0	1.276		campaigns/cpu-isa/rv64uzfh-p-ldst/simulation.log	cpu-isa
rv64uzfh-p-move	isa	PASS	0	1.574		campaigns/cpu-isa/rv64uzfh-p-move/simulation.log	cpu-isa
rv64uzfh-p-recoding	isa	PASS	0	1.222		campaigns/cpu-isa/rv64uzfh-p-recoding/simulation.log	cpu-isa
rv64uzfh-v-fadd	isa	PASS	0	19.187		campaigns/cpu-isa/rv64uzfh-v-fadd/simulation.log	cpu-isa
rv64uzfh-v-fclass	isa	PASS	0	11.082		campaigns/cpu-isa/rv64uzfh-v-fclass/simulation.log	cpu-isa
rv64uzfh-v-fcmp	isa	PASS	0	18.933		campaigns/cpu-isa/rv64uzfh-v-fcmp/simulation.log	cpu-isa
rv64uzfh-v-fcvt	isa	PASS	0	18.732		campaigns/cpu-isa/rv64uzfh-v-fcvt/simulation.log	cpu-isa
rv64uzfh-v-fcvt_w	isa	PASS	0	27.693		campaigns/cpu-isa/rv64uzfh-v-fcvt_w/simulation.log	cpu-isa
rv64uzfh-v-fdiv	isa	PASS	0	18.124		campaigns/cpu-isa/rv64uzfh-v-fdiv/simulation.log	cpu-isa
rv64uzfh-v-fmadd	isa	PASS	0	17.31		campaigns/cpu-isa/rv64uzfh-v-fmadd/simulation.log	cpu-isa
rv64uzfh-v-fmin	isa	PASS	0	17.463		campaigns/cpu-isa/rv64uzfh-v-fmin/simulation.log	cpu-isa
rv64uzfh-v-ldst	isa	PASS	0	16.554		campaigns/cpu-isa/rv64uzfh-v-ldst/simulation.log	cpu-isa
rv64uzfh-v-move	isa	PASS	0	10.221		campaigns/cpu-isa/rv64uzfh-v-move/simulation.log	cpu-isa
rv64uzfh-v-recoding	isa	PASS	0	17.093		campaigns/cpu-isa/rv64uzfh-v-recoding/simulation.log	cpu-isa
spmv	benchmark-configured	PASS	0	74.43		campaigns/cpu-bench/spmv/simulation.log	cpu-bench
towers	benchmark-configured	PASS	0	14.674		campaigns/cpu-bench/towers/simulation.log	cpu-bench
vvadd	benchmark-configured	PASS	0	14.559		campaigns/cpu-bench/vvadd/simulation.log	cpu-bench
