UnitName,X,Y,Length (m),Width (m),ConfigFile,Label
unit_317,4.531250e-04,1.406250e-04,1.562500e-05,1.562500e-05,,Si
unit_318,4.687500e-04,1.406250e-04,1.562500e-05,1.562500e-05,,Si
unit_319,4.843750e-04,1.406250e-04,1.562500e-05,1.562500e-05,,Si
unit_320,0.000000e+00,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_321,1.562500e-05,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_322,3.125000e-05,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_323,4.687500e-05,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_324,6.250000e-05,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_325,7.812500e-05,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_326,9.375000e-05,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_327,1.093750e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_328,1.250000e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_329,1.406250e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_330,1.562500e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_331,1.718750e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_332,1.875000e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_333,2.031250e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_334,2.187500e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
unit_335,2.343750e-04,1.562500e-04,1.562500e-05,1.562500e-05,,Si
