test	suite	result	exit_status	wall_seconds	cycles	log
rv64ua-p-amomin_w	isa	PASS	0	1.277		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amomin_w/simulation.log
rv64ua-p-amominu_d	isa	PASS	0	1.227		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amominu_d/simulation.log
rv64ua-p-amominu_w	isa	PASS	0	1.222		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amominu_w/simulation.log
rv64ua-p-amoor_d	isa	PASS	0	1.226		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amoor_d/simulation.log
rv64ua-p-amoor_w	isa	PASS	0	1.224		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amoor_w/simulation.log
rv64ua-p-amoswap_d	isa	PASS	0	1.226		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amoswap_d/simulation.log
rv64ua-p-amoswap_w	isa	PASS	0	1.225		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amoswap_w/simulation.log
rv64ua-p-amoxor_d	isa	PASS	0	1.225		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amoxor_d/simulation.log
rv64ua-p-amoxor_w	isa	PASS	0	1.223		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-amoxor_w/simulation.log
rv64ua-p-lrsc	isa	PASS	0	6.456		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-p-lrsc/simulation.log
rv64ua-v-amoadd_d	isa	PASS	0	16.766		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoadd_d/simulation.log
rv64ua-v-amoadd_w	isa	PASS	0	16.153		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoadd_w/simulation.log
rv64ua-v-amoand_d	isa	PASS	0	16.004		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoand_d/simulation.log
rv64ua-v-amoand_w	isa	PASS	0	16.608		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoand_w/simulation.log
rv64ua-v-amomax_d	isa	PASS	0	16.203		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amomax_d/simulation.log
rv64ua-v-amomax_w	isa	PASS	0	17.011		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amomax_w/simulation.log
rv64ua-v-amomaxu_d	isa	PASS	0	16.764		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amomaxu_d/simulation.log
rv64ua-v-amomaxu_w	isa	PASS	0	19.184		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amomaxu_w/simulation.log
rv64ua-v-amomin_d	isa	PASS	0	20.8		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amomin_d/simulation.log
rv64ua-v-amomin_w	isa	PASS	0	20.907		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amomin_w/simulation.log
rv64ua-v-amominu_d	isa	PASS	0	20.852		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amominu_d/simulation.log
rv64ua-v-amominu_w	isa	PASS	0	20.955		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amominu_w/simulation.log
rv64ua-v-amoor_d	isa	PASS	0	21.41		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoor_d/simulation.log
rv64ua-v-amoor_w	isa	PASS	0	20.35		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoor_w/simulation.log
rv64ua-v-amoswap_d	isa	PASS	0	20.606		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoswap_d/simulation.log
rv64ua-v-amoswap_w	isa	PASS	0	20.302		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoswap_w/simulation.log
rv64ua-v-amoxor_d	isa	PASS	0	20.451		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoxor_d/simulation.log
rv64ua-v-amoxor_w	isa	PASS	0	21.208		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-amoxor_w/simulation.log
rv64uc-p-rvc	isa	PASS	0	2.186		${CAMPAIGN_ROOT}/cpu-isa/rv64uc-p-rvc/simulation.log
rv64ua-v-lrsc	isa	PASS	0	27.102		${CAMPAIGN_ROOT}/cpu-isa/rv64ua-v-lrsc/simulation.log
rv64ud-p-fadd	isa	PASS	0	2.037		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-fadd/simulation.log
rv64ud-p-fclass	isa	PASS	0	1.63		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-fclass/simulation.log
rv64ud-p-fcmp	isa	PASS	0	2.685		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-fcmp/simulation.log
rv64ud-p-fcvt	isa	PASS	0	1.881		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-fcvt/simulation.log
rv64ud-p-fcvt_w	isa	PASS	0	3.595		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-fcvt_w/simulation.log
rv64ud-p-fdiv	isa	PASS	0	2.136		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-fdiv/simulation.log
rv64uc-v-rvc	isa	PASS	0	32.124		${CAMPAIGN_ROOT}/cpu-isa/rv64uc-v-rvc/simulation.log
rv64ud-p-fmadd	isa	PASS	0	2.137		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-fmadd/simulation.log
rv64ud-p-ldst	isa	PASS	0	1.778		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-ldst/simulation.log
rv64ud-p-fmin	isa	PASS	0	2.487		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-fmin/simulation.log
rv64ud-p-recoding	isa	PASS	0	1.878		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-recoding/simulation.log
rv64ud-p-move	isa	PASS	0	3.899		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-move/simulation.log
rv64ud-p-structural	isa	PASS	0	1.885		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-p-structural/simulation.log
rv64ud-v-fclass	isa	PASS	0	12.701		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-fclass/simulation.log
rv64ud-v-fadd	isa	PASS	0	21.757		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-fadd/simulation.log
rv64ud-v-fcmp	isa	PASS	0	22.913		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-fcmp/simulation.log
rv64ud-v-fcvt	isa	PASS	0	21.56		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-fcvt/simulation.log
rv64ud-v-fdiv	isa	PASS	0	22.164		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-fdiv/simulation.log
rv64ud-v-fcvt_w	isa	PASS	0	32.628		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-fcvt_w/simulation.log
rv64ud-v-fmadd	isa	PASS	0	19.547		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-fmadd/simulation.log
rv64ud-v-fmin	isa	PASS	0	18.776		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-fmin/simulation.log
rv64ud-v-ldst	isa	PASS	0	16.561		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-ldst/simulation.log
rv64ud-v-move	isa	PASS	0	18.769		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-move/simulation.log
rv64ud-v-structural	isa	PASS	0	10.222		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-structural/simulation.log
rv64uf-p-fadd	isa	PASS	0	1.623		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-fadd/simulation.log
rv64ud-v-recoding	isa	PASS	0	16.655		${CAMPAIGN_ROOT}/cpu-isa/rv64ud-v-recoding/simulation.log
rv64uf-p-fclass	isa	PASS	0	1.323		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-fclass/simulation.log
rv64uf-p-fcmp	isa	PASS	0	1.675		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-fcmp/simulation.log
rv64uf-p-fcvt	isa	PASS	0	1.322		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-fcvt/simulation.log
rv64uf-p-fdiv	isa	PASS	0	1.477		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-fdiv/simulation.log
rv64uf-p-fcvt_w	isa	PASS	0	2.379		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-fcvt_w/simulation.log
rv64uf-p-fmadd	isa	PASS	0	1.625		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-fmadd/simulation.log
rv64uf-p-fmin	isa	PASS	0	1.927		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-fmin/simulation.log
rv64uf-p-ldst	isa	PASS	0	1.426		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-ldst/simulation.log
rv64uf-p-move	isa	PASS	0	1.73		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-move/simulation.log
rv64uf-p-recoding	isa	PASS	0	1.274		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-p-recoding/simulation.log
rv64uf-v-fclass	isa	PASS	0	10.425		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-fclass/simulation.log
rv64uf-v-fadd	isa	PASS	0	18.769		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-fadd/simulation.log
rv64uf-v-fcmp	isa	PASS	0	17.971		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-fcmp/simulation.log
rv64uf-v-fcvt	isa	PASS	0	17.008		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-fcvt/simulation.log
rv64uf-v-fdiv	isa	PASS	0	18.675		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-fdiv/simulation.log
rv64uf-v-fcvt_w	isa	PASS	0	26.263		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-fcvt_w/simulation.log
rv64uf-v-fmadd	isa	PASS	0	17.71		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-fmadd/simulation.log
rv64uf-v-fmin	isa	PASS	0	17.616		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-fmin/simulation.log
rv64uf-v-move	isa	PASS	0	9.818		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-move/simulation.log
rv64uf-v-ldst	isa	PASS	0	16.76		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-ldst/simulation.log
rv64ui-p-add	isa	PASS	0	1.978		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-add/simulation.log
rv64ui-p-addi	isa	PASS	0	1.78		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-addi/simulation.log
rv64ui-p-addiw	isa	PASS	0	1.626		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-addiw/simulation.log
rv64ui-p-addw	isa	PASS	0	2.03		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-addw/simulation.log
rv64ui-p-and	isa	PASS	0	1.977		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-and/simulation.log
rv64uf-v-recoding	isa	PASS	0	17.009		${CAMPAIGN_ROOT}/cpu-isa/rv64uf-v-recoding/simulation.log
rv64ui-p-andi	isa	PASS	0	1.527		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-andi/simulation.log
rv64ui-p-auipc	isa	PASS	0	1.223		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-auipc/simulation.log
rv64ui-p-beq	isa	PASS	0	1.576		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-beq/simulation.log
rv64ui-p-bge	isa	PASS	0	1.677		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-bge/simulation.log
rv64ui-p-bgeu	isa	PASS	0	1.827		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-bgeu/simulation.log
rv64ui-p-blt	isa	PASS	0	1.628		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-blt/simulation.log
rv64ui-p-bltu	isa	PASS	0	1.776		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-bltu/simulation.log
rv64ui-p-bne	isa	PASS	0	1.576		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-bne/simulation.log
rv64ui-p-fence_i	isa	PASS	0	1.526		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-fence_i/simulation.log
rv64ui-p-jal	isa	PASS	0	1.481		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-jal/simulation.log
rv64ui-p-jalr	isa	PASS	0	1.781		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-jalr/simulation.log
rv64ui-p-lb	isa	PASS	0	1.935		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-lb/simulation.log
rv64ui-p-lbu	isa	PASS	0	1.83		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-lbu/simulation.log
rv64ui-p-ld	isa	PASS	0	2.233		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-ld/simulation.log
rv64ui-p-lh	isa	PASS	0	2.136		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-lh/simulation.log
rv64ui-p-lhu	isa	PASS	0	1.83		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-lhu/simulation.log
rv64ui-p-lui	isa	PASS	0	1.221		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-lui/simulation.log
rv64ui-p-lw	isa	PASS	0	1.677		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-lw/simulation.log
rv64ui-p-lwu	isa	PASS	0	1.827		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-lwu/simulation.log
rv64ui-p-ma_data	isa	FAIL	255	1.074		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-ma_data/simulation.log
rv64ui-p-ori	isa	PASS	0	1.425		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-ori/simulation.log
rv64ui-p-or	isa	PASS	0	1.979		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-or/simulation.log
rv64ui-p-sb	isa	PASS	0	1.975		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sb/simulation.log
rv64ui-p-sd	isa	PASS	0	2.281		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sd/simulation.log
rv64ui-p-simple	isa	PASS	0	1.123		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-simple/simulation.log
rv64ui-p-sh	isa	PASS	0	2.079		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sh/simulation.log
rv64ui-p-sll	isa	PASS	0	2.03		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sll/simulation.log
rv64ui-p-slli	isa	PASS	0	1.628		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-slli/simulation.log
rv64ui-p-slliw	isa	PASS	0	1.574		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-slliw/simulation.log
rv64ui-p-sllw	isa	PASS	0	2.181		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sllw/simulation.log
rv64ui-p-slt	isa	PASS	0	1.98		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-slt/simulation.log
rv64ui-p-slti	isa	PASS	0	1.474		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-slti/simulation.log
rv64ui-p-sltiu	isa	PASS	0	1.425		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sltiu/simulation.log
rv64ui-p-sltu	isa	PASS	0	1.926		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sltu/simulation.log
rv64ui-p-sra	isa	PASS	0	1.927		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sra/simulation.log
rv64ui-p-srai	isa	PASS	0	1.575		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-srai/simulation.log
rv64ui-p-sraiw	isa	PASS	0	1.726		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sraiw/simulation.log
rv64ui-p-sraw	isa	PASS	0	3.251		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sraw/simulation.log
rv64ui-p-srl	isa	PASS	0	3.411		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-srl/simulation.log
rv64ui-p-srli	isa	PASS	0	3.203		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-srli/simulation.log
rv64ui-p-srliw	isa	PASS	0	4.064		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-srliw/simulation.log
rv64ui-p-srlw	isa	PASS	0	4.162		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-srlw/simulation.log
rv64ui-p-sub	isa	PASS	0	4.268		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sub/simulation.log
rv64ui-p-subw	isa	PASS	0	3.751		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-subw/simulation.log
rv64ui-p-sw	isa	PASS	0	5.064		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-sw/simulation.log
rv64ui-p-xor	isa	PASS	0	4.313		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-xor/simulation.log
rv64ui-p-xori	isa	PASS	0	3.676		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-p-xori/simulation.log
rv64ui-v-add	isa	PASS	0	15.477		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-add/simulation.log
rv64ui-v-addi	isa	PASS	0	22.609		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-addi/simulation.log
rv64ui-v-addiw	isa	PASS	0	19.355		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-addiw/simulation.log
rv64ui-v-addw	isa	PASS	0	18.059		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-addw/simulation.log
rv64ui-v-andi	isa	PASS	0	9.917		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-andi/simulation.log
rv64ui-v-and	isa	PASS	0	21.026		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-and/simulation.log
rv64ui-v-auipc	isa	PASS	0	9.52		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-auipc/simulation.log
rv64ui-v-beq	isa	PASS	0	10.272		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-beq/simulation.log
rv64ui-v-bge	isa	PASS	0	10.125		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-bge/simulation.log
rv64ui-v-bgeu	isa	PASS	0	10.583		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-bgeu/simulation.log
rv64ui-v-blt	isa	PASS	0	10.528		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-blt/simulation.log
rv64ui-v-bltu	isa	PASS	0	10.122		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-bltu/simulation.log
rv64ui-v-bne	isa	PASS	0	10.271		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-bne/simulation.log
rv64ui-v-fence_i	isa	PASS	0	16.1		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-fence_i/simulation.log
rv64ui-v-jal	isa	PASS	0	9.668		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-jal/simulation.log
rv64ui-v-jalr	isa	PASS	0	9.769		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-jalr/simulation.log
rv64ui-v-lb	isa	PASS	0	17.465		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-lb/simulation.log
rv64ui-v-lbu	isa	PASS	0	17.108		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-lbu/simulation.log
rv64ui-v-ld	isa	PASS	0	16.903		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-ld/simulation.log
rv64ui-v-lh	isa	PASS	0	17.56		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-lh/simulation.log
rv64ui-v-lhu	isa	PASS	0	16.955		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-lhu/simulation.log
rv64ui-v-lui	isa	PASS	0	10.275		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-lui/simulation.log
rv64ui-v-lw	isa	PASS	0	16.954		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-lw/simulation.log
rv64ui-v-lwu	isa	PASS	0	17.158		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-lwu/simulation.log
rv64ui-v-or	isa	PASS	0	17.819		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-or/simulation.log
rv64ui-v-ori	isa	PASS	0	9.971		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-ori/simulation.log
rv64ui-v-sb	isa	PASS	0	17.008		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sb/simulation.log
rv64ui-v-sd	isa	PASS	0	26.049		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sd/simulation.log
rv64ui-v-sh	isa	PASS	0	17.16		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sh/simulation.log
rv64ui-v-simple	isa	PASS	0	10.08		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-simple/simulation.log
rv64ui-v-sll	isa	PASS	0	17.159		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sll/simulation.log
rv64ui-v-slli	isa	PASS	0	10.173		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-slli/simulation.log
rv64ui-v-slliw	isa	PASS	0	10.425		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-slliw/simulation.log
rv64ui-v-sllw	isa	PASS	0	18.165		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sllw/simulation.log
rv64ui-v-slt	isa	PASS	0	10.317		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-slt/simulation.log
rv64ui-v-slti	isa	PASS	0	9.771		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-slti/simulation.log
rv64ui-v-sltiu	isa	PASS	0	10.676		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sltiu/simulation.log
rv64ui-v-sltu	isa	PASS	0	10.574		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sltu/simulation.log
rv64ui-v-sra	isa	PASS	0	17.307		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sra/simulation.log
rv64ui-v-srai	isa	PASS	0	9.919		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-srai/simulation.log
rv64ui-v-sraiw	isa	PASS	0	10.074		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sraiw/simulation.log
rv64ui-v-sraw	isa	PASS	0	17.81		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-sraw/simulation.log
rv64ui-v-srl	isa	PASS	0	18.014		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-srl/simulation.log
rv64ui-v-srli	isa	PASS	0	10.325		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-srli/simulation.log
rv64ui-v-srliw	isa	PASS	0	10.22		${CAMPAIGN_ROOT}/cpu-isa/rv64ui-v-srliw/simulation.log
